dataset,0.1,0.3,0.5,0.7,0.9
7z,3.631613,2.396817,0.615478,0.439309,0.317865
A2C_Acrobot,44.441884,41.80881,37.669575,36.640565,31.902386
A2C_CartPole,18.092129,18.148632,17.397403,17.168447,17.048161
Apache_AllMeasurements,58.961032,27.6028,20.805441,18.500049,14.773917
BDBC,2.695575,0.263157,0.172064,0.152903,0.144523
BankChurners,14.166848,12.55246,11.295135,11.05621,10.993083
Car_price_cleaned,19.675335,16.94513,13.742562,11.276646,9.828495
Data_COVID19_Indonesia,1.601315,0.835215,0.640301,0.556684,0.503975
FFM-1000-200-0,17.615265,12.347177,9.501137,8.059642,7.14661
FFM-125-25-0,15.481563,11.202119,9.079457,7.269623,6.376732
FFM-250-50-0,19.098157,14.485734,12.988982,11.770749,11.097655
FFM-500-100-0,17.690121,12.924849,10.941001,9.791659,9.036442
FM-500-100-0,13.823127,9.978198,8.719804,7.916754,7.368269
FM-500-100-1,13.870881,10.177953,8.985752,8.25276,7.727951
HSMGP_num,30.933116,15.836238,10.831868,8.283774,6.42074
HSQLDB,22.715581,4.703385,2.311402,2.091995,2.047703
Health-ClosedIssues0000,7.842992,2.658174,2.447216,2.392706,2.39632
Health-ClosedIssues0001,27.464918,25.499983,25.251218,25.162227,25.109986
Health-ClosedIssues0002,39.40663,40.506454,40.652211,40.550178,40.46381
Health-ClosedIssues0003,13.977453,10.243848,9.962869,9.908248,9.832006
Health-ClosedIssues0004,24.014833,13.310433,12.587131,12.338885,12.182093
Health-ClosedIssues0005,13.950073,11.846365,11.846089,11.803413,11.811825
Health-ClosedIssues0006,43.571148,34.015738,31.907194,31.189752,30.762081
Health-ClosedIssues0007,8.720397,4.296593,3.518053,2.853171,2.662534
Health-ClosedIssues0008,24.141482,18.59551,18.501756,18.507505,18.515205
Health-ClosedIssues0009,8.132453,8.254724,7.55101,7.499077,7.475936
Health-ClosedIssues0010,20.860743,5.451332,5.276803,5.281835,5.255603
Health-ClosedIssues0011,17.771815,16.039943,15.66709,15.316201,15.332384
Health-ClosedPRs0000,0.0,0.0,0.0,0.0,0.0
Health-ClosedPRs0002,40.881266,22.847768,10.093444,3.265063,0.518015
Health-ClosedPRs0003,10.6413,4.698178,2.966348,1.858133,1.257206
Health-ClosedPRs0004,9.562173,8.955067,8.806369,8.688428,8.646594
Health-ClosedPRs0005,15.017138,11.606733,10.209223,9.672919,9.21761
Health-ClosedPRs0006,8.844896,8.084616,7.910669,7.459935,7.053276
Health-ClosedPRs0007,19.992667,14.245564,12.614986,12.270469,12.223652
Health-ClosedPRs0008,9.23028,5.546105,4.946141,4.826995,4.848567
Health-ClosedPRs0009,4.760228,3.322243,3.398237,3.372293,3.410291
Health-ClosedPRs0010,10.636006,6.988902,5.858515,4.622112,4.246378
Health-ClosedPRs0011,16.137509,6.270582,0.806701,0.626216,0.541665
Health-Commits0000,5.158118,3.27598,2.76083,2.482605,2.303603
