row_id,b0,b1,b2,b3,b4,raw_val
0,1.8310945594323857,0.7646732123767208,0.6218351249320454,0.22170228779925347,0.22159399420713446,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0.576374243
1,0.4648112149740705,0.4320219492772558,0.40228334402620625,0.3346909441625176,0.0012167262292912763,1|0|1|1|1|1|0|0|0|1|0|0|0|0|1|0|10.74186554
2,0.5349455588948635,0.458457448014086,0.3044562746497388,0.20609794758727926,0.00889859773398027,1|0|0|0|1|1|1|0|0|0|0|1|0|0|1|0|37.72199254
3,1.619049629664158,2.5195424751853945,0.39599616268455984,0.27411835334880574,0.10533958122583023,0|1|0|1|0|1|0|0|0|0|0|1|0|0|1|0|2.087995513
4,1.5951116849353972,3.338679503375387,0.5619564588329777,1.0722030355888752,0.059488790979406854,0|0|0|1|0|1|1|0|0|1|0|0|0|0|0|1|0.520164128
5,0.6036105856011753,0.5802174514265945,1.2594630908323963,0.2006474482664143,0.005304432297706381,1|1|0|0|1|0|0|1|0|0|0|0|0|1|0|0|2.042819128
6,0.5071153925356987,0.657816410866427,0.4378538764750739,0.1619140477175099,0.016985735911229375,1|1|0|1|0|1|1|0|0|0|1|0|1|0|0|0|21.23433421
7,0.6078790317197316,0.5254710551484396,0.6841346445504669,0.07938359840620489,0.001732055812460687,1|0|1|0|1|0|0|0|1|0|0|0|1|0|0|0|6.51599041
8,0.4648112149740705,0.44244752340218485,0.4681552610310716,0.3295733082201012,0.0021655627700671257,1|1|1|0|1|1|1|0|0|1|0|0|0|0|1|0|10.94146097
9,0.5038137186939089,0.5309945265823338,0.39500433580163263,0.14946315732528387,0.017568360163262707,1|0|1|1|0|0|1|0|0|0|1|0|0|0|0|1|19.97546534
10,1.9577130925335933,2.679482204823371,0.604144937704006,0.5001098319178109,0.4270538545836419,0|0|1|1|1|1|1|0|0|0|0|1|0|0|0|1|0.925648462
11,0.5486080243944379,0.609659133409353,1.2690647026423496,0.21726982540989503,0.006738883471912921,1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|1|2.036082205
12,0.49259239376664343,0.5673316988043705,0.40834911465568213,0.17607284986980254,0.0133580312097402,1|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|20.02159232
13,0.557842280957754,0.4551628908409908,0.3981786569702986,0.17342433473697144,0.01626997399474932,1|1|0|0|1|0|0|0|0|0|1|0|0|0|0|1|21.25626187
14,0.4648112149740705,0.44244752340218485,0.45575000287737827,0.30800567481315094,0.0021677721073902014,1|1|1|0|1|0|1|0|0|1|0|0|0|0|1|0|10.9552368
15,1.6882129866966915,2.7366014866877055,0.7997378731251042,0.5443825707448996,0.09275556132880011,0|1|1|0|1|1|1|0|0|1|0|0|0|0|1|0|0.759668718
16,1.856133333853621,2.874412187727405,0.5487208171037494,0.3793880249989477,0.19681054243313625,0|1|1|0|0|0|0|0|0|0|1|0|0|1|0|0|1.261008054
17,2.3494232551337575,3.361548138686143,0.6508739126452394,1.5707931064798808,0.056151000798963034,0|0|1|0|1|1|1|0|1|0|0|0|0|0|1|0|0.466391053
18,1.5744766213516477,1.7343247483701643,0.5461291286753271,0.5245854632432101,0.06227380944715566,0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0.485591615
19,0.47019949687658996,0.49191579472887004,0.42305509789557,0.3230440622944013,0.0011283569335621812,1|0|1|1|1|0|0|0|0|1|0|0|1|0|0|0|10.73134482
20,0.6167713717873025,0.6087439115582911,1.0702669500634026,0.11103500038721442,0.007518467785550035,1|0|0|1|1|0|1|1|0|0|0|0|0|0|0|1|3.267143769
21,0.5478883573059763,0.4745207774872578,0.27381058474531883,0.260576329465745,0.01031364645746362,1|0|0|1|1|0|0|0|0|0|0|1|0|0|1|0|37.80195884
22,0.5521559545571332,0.6934212636680097,1.2602864161909022,0.19431547533540636,0.00710881826580474,1|1|0|1|0|1|1|1|0|0|0|0|0|1|0|0|2.076959949
23,2.088231122843783,2.8023022071072665,0.6027092740141765,0.3665369524518007,0.19773807286939898,0|1|1|0|1|0|1|0|0|0|1|0|0|1|0|0|1.31637441
24,1.7871840294106414,2.687018778721977,0.6138526432582335,0.5001098319178109,0.42725037435519353,0|0|0|0|1|1|1|0|0|0|0|1|0|0|0|1|0.922134763
25,0.613262075701995,0.6177177196481731,1.2699046566877763,0.21186483315722618,0.0068284739194165054,1|1|1|1|1|0|1|1|0|0|0|0|0|0|0|1|2.056878231
26,1.619049629664158,2.50047802873192,0.3654773376727251,0.22649380019039647,0.03380418153666687,0|1|0|1|0|1|1|0|0|0|0|1|0|0|1|0|2.159322675
27,1.9363507645676001,3.0566472185327798,0.9895902266650235,1.1823238227633723,0.04620124126373364,0|1|1|0|0|1|1|0|1|0|0|0|0|0|0|1|0.535763308
28,1.866424551780169,0.7119771006240209,0.666558249258578,0.17705326254907397,0.1309433614887694,0|0|0|1|0|1|0|1|0|0|0|0|0|1|0|0|0.528058658
29,1.8878625241033136,3.599691270325299,0.680536062737535,0.32656745433932466,0.07455487035424035,0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|1|0.452250308
30,0.5434214968787155,0.6217682382445944,0.9013922060526572,0.08188096193035826,0.001497439937943228,1|0|1|1|0|0|1|0|1|0|0|0|1|0|0|0|6.550357154
31,0.489792633245933,0.38600986784761615,0.4599089341146781,0.3190677607909056,0.003953233885244716,1|1|0|1|1|0|0|0|0|1|0|0|0|0|0|1|10.90138211
32,0.5983257161422426,0.5534990905742149,0.7056818714623482,0.10428229264075256,0.0016342595129176087,1|1|0|0|1|0|1|0|1|0|0|0|0|1|0|0|5.85187241
33,2.060495207551585,2.7934955595100113,0.6468068826543648,0.37694315709532594,0.15827470015479797,0|1|1|0|1|1|1|0|0|0|1|0|0|0|0|1|1.254629179
34,0.546940910389288,0.6217682382445944,0.9436750065536119,0.10468239799629253,0.001897328316076869,1|1|0|1|0|0|1|0|1|0|0|0|1|0|0|0|5.865893846
35,0.5278864430512905,0.5578713337898689,0.6973935378653288,0.15910655604799953,0.0016762307519074186,1|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|6.528696769
36,0.5038137186939089,0.657816410866427,0.41399912082199636,0.17607284986980254,0.0133580312097402,1|0|1|0|0|0|1|0|0|0|1|0|1|0|0|0|19.98219465
37,1.8464468303159385,1.0906283906622969,1.2768390147894864,1.5029387687413929,0.2150175029329677,0|1|1|0|0|1|1|1|0|0|0|0|0|0|1|0|0.400579615
38,2.1365025531549175,3.209035806038173,0.7533703981807218,0.618339998665022,0.2683431100929304,0|0|1|0|1|1|1|0|0|0|1|0|0|0|0|1|0.643754333
39,0.4743052464592378,0.6594118893292396,0.3699099320616972,0.24372442669671282,0.009641670852539691,1|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|37.63642964
40,0.6113540782766808,0.5254710551484396,0.675107024678727,0.08192363920144306,0.0022791029998091633,1|0|0|1|1|0|0|0|1|0|0|0|1|0|0|0|6.501539821
41,1.5523780941002994,1.2538807596065824,0.6344797834930038,0.40802612465287114,0.032898042683286305,0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|0.775488487
42,2.059622546539783,3.170171619517975,0.78511936698925,0.43107732872813,0.028284801761339254,0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|0.614594205
43,0.6167713717873025,0.6562885886564754,1.2602864161909022,0.19423584571160052,0.007631152150818551,1|1|0|1|1|1|1|1|0|0|0|0|0|1|0|0|2.069084462
44,0.5698692222543804,0.4551628908409908,0.37872784555246425,0.13824576021746435,0.016207361659963882,1|1|0|1|1|0|0|0|0|0|1|0|0|0|0|1|21.28085673
45,0.5978623308556372,0.6245021335806185,1.0180937954793121,0.10928529807865646,0.0059240367943573,1|0|0|0|1|1|0|1|0|0|0|0|0|0|1|0|3.238516872
46,0.4074767855768366,0.5488481204913679,0.48885896036469323,0.3404874327575385,0.0020687559977398337,1|1|0|0|0|1|0|0|0|1|0|0|1|0|0|0|10.88968562
47,1.9125167430485213,0.6618922694095339,0.6351015673684549,0.2200055596222592,0.2184110553892768,0|0|0|1|0|0|1|1|0|0|0|0|0|1|0|0|0.581893308
48,1.551788717518236,2.8915229262389026,0.7994914979683417,0.44553238508501447,0.09714064194781127,0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0.751386667
