row_id,b0,b1,b2,b3,b4,raw_val
0,0.5233353893268585,0.40021627366732315,0.40918334418725166,0.27301092125331883,0.19094306604557432,Viet Nam|2011|Developing|75.4|131|29|3.94|0|95|750|14.7|36|96|6.2|95|0.1|7483.158469|12753375.12|14.4|15.2|0.655|12
1,0.44521346766758874,0.3639099604047879,0.3069483489601693,0.36095836628672856,0.263478631572456,Kazakhstan|2011|Developing|68.5|224|7|6.63|179.170133|99|127|49.9|7|99|4.6|99|0.1|11634.42422|165566|2.3|2.5|0.766|14.4
2,0.3561838970398012,0.2835237239417429,0.2896145939804758,0.3351139371061831,0.31970051941355165,Trinidad and Tobago|2003|Developing|69.3|191|0|5.53|78.72216127|76|0|36|1|91|5.13|91|0.5|884.518666|128452|6.4|6.9|0.729|12
3,0.5489761226824343,0.47551500617217346,0.43127290801372453,0.309023526978579,0.2875923332931794,Panama|2000|Developing|75.7|121|2|5.58|9.87102142|80.94046122|0|45.9|2|99|7.76|98|0.2|46.29935|33347|2.4|2.3|0.716|12.1
4,0.22525344159078,0.21554918305194817,0.1783728705658653,0.30584406603453224,0.25614422982083507,Zambia|2013|Developing|63|328|29|2.41|20.62306285|79|35|22.3|42|74|4.99|79|4.8|185.793359|1515321|6.4|6.2|0.565|12.5
5,0.22382727911824668,0.1647473156287868,0.16799442557515157,0.20968351361327847,0.2823987723282393,Madagascar|2014|Developing|65.1|225|29|0.01|5.339065673|73|3|2|39|73|3.4|73|0.3|452.4631926|2358981|7.2|7.1|0.509|10.3
6,0.15483428588220025,0.26885369264024145,0.19245728216110514,0.2523493630602682,0.32106017318904434,Azerbaijan|2001|Developing|67.5|151|8|0.51|4.104190077|80.94046122|574|42.6|10|77|4.48|77|0.1|73.6838434|81112|3.1|3.1|0.642|10.4
7,0.665770532090958,0.5051103475824636,0.4463024258185198,0.3091097366823316,0.20054842702908365,Israel|2014|Developing|82.2|6|1|2.62|4348.33531|97|6|64.6|1|95|7.81|95|0.1|37582.84624|82157|1.2|1.1|0.895|16
8,0.475549177224526,0.3849122534739693,0.2802825948458438,0.3225489602136664,0.3446562552213923,Lesotho|2011|Developing|52.3|52|4|2.39|195.825251|96|172|3.2|6|95|11.79|96|10.5|1352.38433|264166|6.8|6.6|0.469|11
9,0.12360524851170414,0.15133598192517234,0.168377247663518,0.3178130375924702,0.2510442898951541,Zambia|2006|Developing|58|526|33|2.25|1.860003739|81|459|18.8|52|83|6.11|81|15.9|13.154199|12383446|7|6.9|0.479|10.9
10,0.40524767445237786,0.3029565945493178,0.1636469484983999,0.3443253540318627,0.2843109695520246,Sierra Leone|2005|Developing|43.3|48|30|3.83|42.08892911|80.94046122|29|19.2|47|67|12.25|65|2.2|287.6891942|5658379|9.3|9.3|0.341|7.8
11,0.618475385411813,0.6347848040014173,0.4718404892603511,0.33003291274279656,0.3822997806345094,Republic of Korea|2013|Developing|81.7|68|1|9.33|0|99|107|3.8|2|99|7.2|99|0.1|7483.158469|12753375.12|1.5|1|0.627551065|11.99279279
12,0.5304854310933775,0.79370033268731,0.3784369371286615,0.35252538089213725,0.18929542755715792,France|2012|Developing|81.5|83|3|11.5|751.3793553|78|0|61.1|3|99|11.44|99|0.1|4838.2444|6565979|0.6|0.6|0.885|16.1
