row_id,b0,b1,b2,b3,b4,raw_val
0,0.18385054779813373,0.1479702234977229,0.15908658462893405,0.1464921820270318,0.0910416411337679,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|0|0|0|0|1|1|1|0|1|1|1|1|1|1|0|1|0|1|263|28|31
1,0.2056971053132836,0.14711626293181376,0.14350029811276377,0.14473469532607422,0.10550427885906519,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|1|1|0|0|0|1|1|1|1|1|1|0|1|1|0|1|1|0|1|260|28|32
2,0.20176132051202253,0.13372288831011897,0.17256364482510467,0.13861386594340055,0.07675375061752318,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|0|0|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|272|31|35
3,0.20312382685179334,0.13367015469391313,0.13494875519434835,0.18941505765660627,0.10177497465785539,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|1|0|0|0|1|0|1|1|0|1|1|1|0|0|0|1|1|1|248|29|32
4,0.1860324571197396,0.16235438587898826,0.14103359977118315,0.13045092574942266,0.10435524560289915,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|0|0|1|0|1|1|1|0|0|1|1|1|0|1|1|0|0|1|262|28|33
5,0.14291544547040513,0.166853985316691,0.13777663253821468,0.11025923779868746,0.08261318925673924,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|1|0|0|0|1|0|1|0|1|1|0|1|0|1|0|1|0|1|256|28|29
6,0.14025948362470722,0.14198677777248958,0.10793842530102007,0.09912918572387341,0.1075246547752792,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|0|1|0|1|0|1|0|0|1|0|1|0|1|0|1|1|1|269|29|32
7,0.1204482842718258,0.1332497496016336,0.09229996488664872,0.08653455061695796,0.0807672289712032,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|0|1|0|1|1|0|1|0|1|0|1|1|1|277|30|31
8,0.24307832885692804,0.1840246985050326,0.1869308396277545,0.15770131965886328,0.155727162902827,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|1|0|0|1|1|0|1|1|0|1|1|1|1|0|0|0|1|1|258|30|35
9,0.23589206586108102,0.195004651838619,0.17519793174227222,0.1174379475708993,0.07686598279269727,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|1|0|1|1|1|1|1|1|1|0|1|0|1|0|1|1|0|1|1|0|0|0|1|1|1|0|0|1|1|1|1|1|0|0|1|1|264|28|32
