row_id,b0,b1,b2,b3,b4,raw_val
0,0.5891954346222829,0.42229855002161,0.32950853105340844,0.2426146840835126,0.23520086122354017,1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|0|1|0|1|1|0|0|0|1|14.4930908404037
1,0.4539503880772946,0.44230153737249944,0.3494577591590223,0.4040478072441811,0.34666668048763694,1|1|0|0|0|0|0|1|0|0|1|1|0|1|0|0|0|0|0|1|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|15.2166766161976
2,0.37144462224519215,0.38482422739642447,0.3846499514813856,0.4348370445909703,0.28630525644219457,1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|0|1|1|1|0|0|0|14.431004556093
3,0.4610969117190099,0.4541460704651249,0.4401353105109435,0.5085382399657847,0.44306376410905407,1|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|1|1|1|1|0|1|1|0|0|1|1|0|1|0|0|0|1|14.3303454394286
4,0.5816306471830835,0.40575882035215044,0.2691517258927456,0.33213463157758655,0.16990534305856356,1|0|1|0|0|1|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|0|1|0|1|1|1|0|0|0|15.5697593780195
5,0.4255366595588945,0.47040255536517633,0.5341426693920674,0.5291033535179477,0.43124628074070404,1|0|1|0|0|0|1|1|1|1|1|1|0|1|0|0|1|0|0|1|0|0|0|1|1|1|0|1|0|0|1|1|1|0|1|0|0|1|0|15.7577479568159
6,0.5294073634748098,0.40567387334701654,0.33917734070180844,0.3282325664250036,0.22167911103265098,1|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|1|1|0|1|1|0|1|0|1|1|0|1|0|0|0|1|14.2906346998622
7,0.5448699319002506,0.39917778503388157,0.3325410377372917,0.34273323695281344,0.2538557477562361,1|0|1|0|1|0|0|1|0|0|1|0|1|1|1|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|16.1589937913142
8,0.673042290748347,0.3775865359262443,0.43046678928010496,0.47516434425078585,0.39846429152390844,1|0|1|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|1|0|1|1|0|1|0|0|1|0|13.3780282104009
9,0.4628643880239423,0.47468756885777824,0.24394074224503373,0.34671029853330787,0.3563260715666899,1|0|0|0|0|0|0|1|0|0|1|0|1|1|1|0|0|0|1|0|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|15.1811788689759
10,0.36105195281751024,0.4039141593101579,0.39095345865173586,0.37067779923965705,0.5615711782025441,1|0|1|0|0|0|1|1|1|0|1|1|0|1|0|1|0|1|1|0|0|0|1|1|1|1|0|1|1|0|0|1|1|0|1|0|1|0|0|13.8834230793187
11,0.47890289218061705,0.4338490783710677,0.37255809388854366,0.33617009013224547,0.3462599428592436,1|1|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|1|1|0|1|1|1|0|0|1|1|0|1|0|0|1|0|15.3776612689762
12,0.4234570962548986,0.33469351304553957,0.4682902638496677,0.334325699085096,0.3829190695195429,1|0|1|0|0|0|1|1|0|1|1|0|0|1|0|0|0|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|1|0|1|1|0|0|0|14.6222220424779
13,0.47890289218061705,0.38715022336683225,0.38850276616634266,0.3466846598133105,0.3368556810369546,1|0|0|0|0|0|0|1|0|0|1|1|0|1|0|0|0|0|0|0|0|1|0|1|1|0|1|1|1|0|0|1|1|0|1|0|0|1|0|13.7874112370407
14,0.45001696124341684,0.4070069192540443,0.31521765293170423,0.3572777189984443,0.37009270625935187,1|1|0|0|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|1|0|1|1|0|1|1|0|0|0|13.8916249363572
15,0.584043850408087,0.39531211152127554,0.6176017225215283,0.3425528174518921,0.32066279001584025,1|0|1|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|0|1|1|1|0|1|1|0|0|0|14.1228555515064
16,0.4067080825568661,0.4778626547291713,0.37673899273870337,0.3532061800638523,0.24306201838563368,1|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|1|0|1|1|1|0|1|0|0|1|1|1|0|1|1|0|0|0|14.5455154814757
17,0.47117406354071334,0.2977818688439066,0.39741865597921605,0.356273757842641,0.3974063833516964,1|0|1|0|0|0|1|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|1|1|1|0|0|1|1|0|1|1|0|0|0|14.4620274119203
18,0.48550865655315717,0.42942579895806915,0.2841838826397309,0.386602885716979,0.23825053364780838,1|0|0|0|0|0|0|1|0|0|1|0|1|1|0|0|1|0|0|0|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|14.768947155838
19,0.4974424041075315,0.3575589016597206,0.3654369849899874,0.3754172380233728,0.27552306858159564,1|0|1|0|0|0|1|1|0|0|1|0|0|1|0|0|0|0|0|1|0|1|0|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|16.2875066192591
20,0.5424175075299895,0.4273554675543189,0.38667330096453945,0.34889252324158765,0.31466464421779217,1|0|1|0|0|0|1|1|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|0|0|0|1|15.7623334619902
21,0.6852629755186567,0.3691044973189158,0.48260244713435596,0.31429696672267093,0.35464239961724664,1|0|1|1|0|0|0|1|0|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|14.0892103516996
22,0.48792031016425225,0.37213634267100104,0.3312182713980638,0.2625091386193737,0.28924716049788435,1|0|1|0|1|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|1|1|0|1|1|1|0|0|0|14.5313288335206
23,0.5201186983566111,0.3906397259806935,0.3208065865293047,0.30432742621220665,0.2830302710710218,1|0|1|0|1|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|1|1|1|0|1|0|0|1|1|1|0|1|1|0|0|0|14.1434104171401
24,0.5936024337220793,0.4305177183406852,0.31103405427365827,0.40649248580037334,0.24991935401840326,1|0|1|0|1|0|0|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|0|0|1|0|1|1|1|0|0|0|14.1865581403228
25,0.4997835563548264,0.49941787826867595,0.3799190617711433,0.4545904758115347,0.4414535091629879,1|0|0|0|0|0|0|1|0|0|1|0|1|1|0|0|0|0|1|0|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|0|0|1|0|14.1821445721338
26,0.4230655844009551,0.42813464749788555,0.4208079447184478,0.5034894713462031,0.3910194054064639,1|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|1|1|0|1|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|13.3947671686594
27,0.5624647412066394,0.3725801183530127,0.39504249059970475,0.2983601620180064,0.2723799364948075,1|0|1|0|1|0|0|1|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|1|0|0|1|1|0|1|0|1|0|0|14.5121258822001
28,0.46722541238481563,0.3831877886911049,0.38122339272748157,0.3389119148519865,0.3290586997514475,1|0|0|0|0|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|1|0|1|0|0|1|0|15.1479230864542
29,0.5303566368121636,0.4229518692351507,0.3572039148881321,0.3923689987913153,0.30616607074475477,1|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|1|1|0|1|1|1|0|0|1|1|0|1|0|0|0|1|14.8182940901921
30,0.3525959697553389,0.3575799643195841,0.42597264392096684,0.33049134003057,0.24063265624146432,1|0|0|0|0|0|0|1|1|1|1|0|0|1|0|0|0|0|0|0|0|0|1|1|1|0|1|1|1|0|0|1|1|0|1|1|0|0|0|14.7958095083755
31,0.678075336992474,0.3998350298735672,0.4662524390844485,0.3534809958207167,0.3399192307058905,1|0|1|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|1|0|1|0|1|0|0|13.2796780774856
32,0.45428340575076287,0.477276703021009,0.47912040098665115,0.4879460281694944,0.45126443791839904,1|0|0|0|0|0|0|1|0|1|1|0|0|1|0|0|0|1|0|0|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|0|0|0|1|14.5098525413346
33,0.3926382733210868,0.42945970631039065,0.3344968231366435,0.2785880508227356,0.20329240882771296,1|0|0|0|0|0|0|1|0|0|1|1|0|1|0|1|0|0|0|0|0|0|0|1|1|0|1|1|0|0|1|1|1|0|1|1|0|0|0|15.2273564178999
34,0.37619360689537445,0.3546313954498343,0.23445807443307132,0.23249065178803113,0.30047122751348493,1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|1|0|0|14.3553980398396
35,0.5472520328877363,0.37806267263798693,0.36495258936763925,0.3188439885139644,0.27603039629882986,1|0|1|0|0|0|1|1|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|1|1|1|0|1|1|0|0|1|0|1|1|1|0|0|0|15.2584582676949
36,0.329460452667134,0.4183275063843176,0.49179493669433455,0.47956856116611285,0.32470945389193784,1|1|1|0|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|0|1|1|0|0|0|14.877378138065
37,0.44335809817268845,0.3253910674353643,0.397945336757465,0.38761020795943657,0.234631653373056,1|0|1|0|0|0|1|1|1|0|1|0|0|1|0|0|0|0|0|1|0|0|0|1|1|1|0|1|1|0|0|1|1|0|1|1|0|0|0|16.0932584237464
38,0.44353177369162694,0.3836853382079728,0.26759068496230115,0.2631038363639916,0.23855440662512045,1|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|1|1|0|1|1|0|1|0|1|1|0|1|1|0|0|0|13.5851200765027
39,0.6099119362308124,0.35185930369393914,0.4698136266576669,0.4105304513735037,0.32108589296164974,1|0|1|1|0|0|0|1|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|1|1|0|1|1|1|0|0|1|0|1|1|1|0|0|0|13.49371239342
40,0.5168358102533902,0.3574534162352856,0.43111455068620624,0.2882258427708977,0.2893736505136679,1|0|1|0|1|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|1|0|0|1|1|0|1|0|1|0|0|14.3814749161012
