row_id,b0,b1,b2,b3,b4,raw_val
0,0.1948485096863707,0.17967528236906896,0.17962367755114583,0.10315971405563036,0.12516823351773207,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|0|1|1|0|0|1|1|0|1|0|1|1|1|1|1|1|1|0|1|1|263|30|33
1,0.16914368223196694,0.12303584018410896,0.14343707610853282,0.1220798140114034,0.11328535914905748,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|0|0|1|1|0|1|0|0|1|0|1|0|1|1|1|1|1|254|31|32
2,0.19864472318494264,0.18317310075977242,0.15039734536048202,0.15987955099349807,0.13649166205878335,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|1|257|31|33
3,0.16663441345779922,0.11931410950084805,0.1472096446532402,0.13622113652528944,0.08707524888334517,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|0|0|1|1|1|0|1|0|1|1|1|268|31|33
4,0.22353344112782134,0.2038556120655959,0.15776809818519608,0.15739893914103878,0.11169498290924798,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|0|0|1|0|1|1|1|1|0|1|1|1|0|0|0|1|0|1|261|28|32
5,0.1991454052823535,0.18577784959837193,0.13611986181325259,0.15539302346507267,0.09678260179876623,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|0|0|1|0|1|1|1|1|0|1|0|1|1|0|1|0|1|1|257|29|34
6,0.14830091731281578,0.11566508695016182,0.136634942136008,0.14854706297222686,0.10491414983616666,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|1|1|1|0|0|1|1|0|1|1|1|1|1|1|0|0|1|1|1|1|253|31|32
7,0.18302954467855195,0.1748660738883877,0.16760900730660716,0.18751962675340034,0.14276112354126513,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|1|1|0|0|1|1|1|0|1|1|0|1|1|1|1|0|0|0|1|1|255|31|33
8,0.15521740210250298,0.10686666434653974,0.1636808806150659,0.10549636345776664,0.06763927877703658,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|0|1|1|0|0|1|1|1|262|30|32
9,0.1671015706189027,0.21103196647174363,0.17960721210400446,0.16337981274092597,0.14496395958751124,0|0|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|1|1|1|1|1|0|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|1|0|1|1|1|0|1|1|0|1|0|1|0|0|1|0|1|1|243|32|32
