row_id,b0,b1,b2,b3,b4,raw_val
0,0.15674467958796412,0.21157234809715483,0.18750687454356038,0.06778824554526337,0.07068505930443394,676|160|RL|24|2289|Pave|Unknown|Reg|Lvl|AllPub|Inside|Gtl|NPkVill|Norm|Norm|Twnhs|2Story|6|6|1978|1978|Gable|CompShg|Plywood|Brk Cmn|Unknown|0|TA|TA|CBlock|TA|TA|No|ALQ|311|Unf|0|544|855|GasA|TA|Y|SBrkr|855|586|0|1441|0|0|2|1|3|1|TA|7|Typ|1|TA|Attchd|1978|Unf|2|440|TA|TA|Y|28|0|0|0|0|0|Unknown|Unknown|Unknown|0|4|2009|WD|Normal|148500
1,0.1269657510621634,0.13617091192773773,0.11145115973879015,0.0632462617355778,0.04397295634643808,416|20|RL|73|8899|Pave|Unknown|IR1|Lvl|AllPub|Inside|Gtl|Gilbert|Norm|Norm|1Fam|1Story|7|5|2007|2007|Gable|CompShg|VinylSd|VinylSd|Unknown|0|Gd|TA|PConc|Gd|TA|Av|GLQ|24|Unf|0|1316|1340|GasA|Ex|Y|SBrkr|1340|0|0|1340|0|0|2|0|3|1|Gd|6|Typ|0|Unknown|Attchd|2007|Fin|2|396|TA|TA|Y|100|30|0|0|0|0|Unknown|Unknown|Unknown|0|8|2007|New|Partial|181134
2,0.15723565394920014,0.175754616411082,0.11901695013442241,0.08547774168384019,0.06174641075792735,1067|60|RL|59|7837|Pave|Unknown|IR1|Lvl|AllPub|Inside|Gtl|Gilbert|Norm|Norm|1Fam|2Story|6|7|1993|1994|Gable|CompShg|VinylSd|VinylSd|Unknown|0|Gd|TA|PConc|Gd|TA|No|Unf|0|Unf|0|799|799|GasA|Gd|Y|SBrkr|799|772|0|1571|0|0|2|1|3|1|TA|7|Typ|1|TA|Attchd|1993|RFn|2|380|TA|TA|Y|0|40|0|0|0|0|Unknown|Unknown|Unknown|0|5|2009|WD|Normal|178000
3,0.12761596439345083,0.15757366791554872,0.15032614623762663,0.07741692269325094,0.05200149463182596,549|20|RM|49|8235|Pave|Unknown|IR1|HLS|AllPub|Inside|Gtl|OldTown|Feedr|RRNn|1Fam|1Story|5|7|1955|1995|Gable|CompShg|MetalSd|MetalSd|Unknown|0|TA|Gd|CBlock|TA|TA|No|LwQ|180|Rec|645|0|825|GasA|TA|Y|SBrkr|825|0|0|825|1|0|1|0|2|1|TA|4|Typ|0|Unknown|Detchd|1963|RFn|2|720|TA|TA|Y|140|50|0|0|0|0|Unknown|MnPrv|Unknown|0|6|2008|WD|Normal|125000
4,0.18316999580211651,0.15880705714914956,0.12496888596726283,0.08905535164426251,0.08730942808062761,394|30|RL|70.04995837|7446|Pave|Unknown|Reg|Lvl|AllPub|Corner|Gtl|BrkSide|Feedr|Norm|1Fam|1Story|4|5|1941|1950|Gable|CompShg|WdShing|Wd Shng|Unknown|0|TA|TA|CBlock|TA|TA|No|Rec|266|Unf|0|522|788|GasA|TA|Y|FuseA|788|0|0|788|0|0|1|0|2|1|TA|4|Typ|2|TA|Unknown|1978.506164|Unknown|0|0|Unknown|Unknown|Y|0|0|0|0|0|0|Unknown|GdWo|Unknown|0|4|2006|WD|Abnorml|100000
5,0.20850486662733664,0.1648371129508748,0.2518744223320063,0.1359229079129309,0.09423558603298954,438|45|RM|50|6000|Pave|Unknown|Reg|Lvl|AllPub|Inside|Gtl|BrkSide|Norm|Norm|1Fam|1.5Unf|6|7|1926|2004|Gable|CompShg|Wd Sdng|Wd Sdng|Unknown|0|Gd|TA|PConc|TA|TA|No|Unf|0|Unf|0|884|884|GasA|Gd|Y|SBrkr|904|0|0|904|0|0|1|0|2|1|TA|4|Typ|0|Unknown|Detchd|1926|Unf|1|180|TA|TA|Y|0|0|105|0|0|0|Unknown|Unknown|Unknown|0|1|2009|WD|Normal|119000
6,0.1527507453878598,0.19488923787723605,0.13782645327671403,0.13050807964228262,0.10432244971146246,729|90|RL|85|11475|Pave|Unknown|Reg|Lvl|AllPub|Corner|Gtl|NAmes|Norm|Norm|Duplex|1Story|5|5|1958|1958|Gable|CompShg|VinylSd|VinylSd|BrkFace|95|TA|TA|CBlock|TA|TA|No|Unf|0|Unf|0|1584|1584|GasA|TA|Y|SBrkr|1776|0|0|1776|1|0|2|0|4|2|TA|9|Typ|0|Unknown|Detchd|1968|Unf|3|888|TA|TA|Y|0|25|0|0|0|0|Unknown|Unknown|Unknown|0|7|2009|COD|Abnorml|110000
7,0.234633388447332,0.25650034619876105,0.26061546033044297,0.2077971164881444,0.13502515196145323,849|50|RL|75|45600|Pave|Unknown|IR2|Bnk|AllPub|Inside|Gtl|ClearCr|Norm|Norm|1Fam|1.5Fin|6|8|1908|1997|Gable|CompShg|Wd Sdng|Wd Sdng|Unknown|0|TA|TA|BrkTil|TA|TA|No|Unf|0|Unf|0|907|907|GasA|TA|Y|SBrkr|1307|1051|0|2358|0|0|3|0|5|1|TA|10|Typ|1|Gd|Detchd|1908|Unf|2|360|Fa|TA|Y|486|40|0|0|175|0|Unknown|Unknown|Unknown|0|9|2008|WD|Normal|240000
8,0.18065900853531008,0.16965110747289142,0.09730010204594156,0.06640333324144998,0.04160513285524435,106|60|FV|75|9375|Pave|Unknown|Reg|Lvl|AllPub|Inside|Gtl|Somerst|Norm|Norm|1Fam|2Story|8|5|2003|2004|Hip|CompShg|VinylSd|VinylSd|BrkFace|768|Gd|TA|PConc|Ex|TA|No|Unf|0|Unf|0|1053|1053|GasA|Ex|Y|SBrkr|1053|939|0|1992|0|0|2|1|3|1|Gd|9|Typ|1|Gd|Attchd|2003|RFn|2|648|TA|TA|Y|140|45|0|0|0|0|Unknown|Unknown|Unknown|0|8|2008|WD|Normal|250000
9,0.2281905349409959,0.22840156502449163,0.25694297853577136,0.14508941593600755,0.11008220846780238,741|70|RM|60|9600|Pave|Grvl|Reg|Lvl|AllPub|Inside|Gtl|OldTown|Norm|Norm|1Fam|2Story|5|7|1910|2002|Gable|CompShg|Wd Sdng|Wd Shng|Unknown|0|TA|Gd|BrkTil|Fa|Fa|No|Unf|0|Unf|0|264|264|GasA|Ex|Y|SBrkr|768|664|0|1432|0|0|2|0|2|1|TA|7|Typ|0|Unknown|Detchd|1910|Unf|2|360|TA|Gd|Y|270|0|112|0|0|0|Unknown|GdPrv|Unknown|0|5|2007|WD|Abnorml|132000
