row_id,b0,b1,b2,b3,b4,raw_val
0,1.0320753202701771,0.7367200615718101,0.5514070075495839,0.3619246351427591,0.1490691231022675,4|2|3|9095.6|309.95
1,0.25552949782194434,0.22882661604214496,0.1743008155477112,0.128852866602542,0.033741734109280004,60000|2|1|185.8|46488
2,0.5802335068898198,0.5188717729891852,0.49886061922185826,0.17011807763235348,0.0424387029191832,8|4|16|7772.4|364.01
3,0.5588141750743298,0.5266591128643826,0.5288449380692708,0.14596270241773207,0.061269045737490604,8|5|12|7145.5|382.37
4,0.9976347030666673,0.8174197881254626,0.6862102214863014,0.19193870081170344,0.2052168875434907,2|5|4|9311.9|287.58
5,1.0477281849119684,1.0793877010928887,1.0194511393454742,0.5599254433474169,0.5248173459184053,4|4|15|10131|259.3
6,0.4860148082969605,0.5253414246759751,0.5183584031399996,0.1652940299625258,0.04384531152575467,8|5|7|6924.6|404.84
7,0.4860148082969605,0.5054893850002421,0.5139889423580402,0.23403813597453535,0.07293544286674163,8|2|3|6199.5|426.86
8,0.5361034453256948,0.4791969122124496,0.5301280588844722,0.22106603429514912,0.057496976622476485,10|3|13|7372.4|357.52
9,0.3783283238247721,0.22071311988439543,0.17744360998695727,0.13290548055326165,0.07859531862832618,10000|3|12|297.06|8108.6
10,0.4056829394636835,0.48319848177407004,0.5124091627898171,0.1669756214692871,0.06355177049541001,100|4|7|7155.1|380.66
11,1.0586431270696999,1.35252835956414,0.7704348963845135,0.2948812495112633,0.2504552125092039,6|5|17|10582|263.96
12,0.25552949782194434,0.2107370103496043,0.1624009880296761,0.23943161352920064,0.009974121870217739,1000|3|5|2785|988.62
13,0.9976347030666673,0.8174197881254626,0.6977992825810333,0.2567551427049271,0.21212162117180725,2|5|1|9988.7|275.29
14,0.9976347030666673,0.8164313911109349,0.6799040800315939,0.18389582303824248,0.15862816611698807,2|5|5|9468.6|291.64
15,1.0616053366436276,0.7143965444736233,0.5592025623431242,0.3717132508946636,0.18578933613219784,5|2|7|9123.6|309.76
16,1.0254018585996878,0.907113662054632,0.748364109445159,0.19966339204564554,0.1952232667806289,1|4|7|9424.6|282.2
17,0.4860148082969605,0.4904718721244756,0.5119769531884008,0.23354399339206627,0.07432972574167356,9|2|4|6443.1|454.63
18,0.9667921613158428,1.240472813979705,0.8570548901353632,0.2662153813079611,0.2729887763040962,6|5|11|10056|267.52
19,1.0132287474060173,0.8007126230634276,0.6475413788784431,0.38420148226563694,0.24153560731089566,4|2|11|9787.6|293.03
20,0.9964189846301765,0.9906679552370722,0.7327881690517963,0.6097712272748896,0.27933076238712135,6|3|14|10513|260.05
21,0.9964189846301765,0.9878256702926894,0.5833923392166191,0.2364656946960498,0.0823848931205203,6|1|15|7535.8|369.36
22,0.9976347030666673,0.7158534859876587,0.5214773446101304,0.3499847522830449,0.13942389088843338,2|2|4|8076.6|341.65
23,0.3783283238247721,0.24719627462298138,0.17824351964799687,0.1338134993240088,0.07859531862832618,10000|2|14|330.19|8581.8
24,1.0369645311102853,0.8808792053889031,0.7581265507238879,0.267855144474764,0.263678742253689,5|6|3|10128|277.92
25,0.25552949782194434,0.2107370103496043,0.22328203034049696,0.16511038272717005,0.048123751791431295,60000|6|7|343|37451
26,0.9976347030666673,0.7158534859876587,0.5214773446101304,0.3499847522830449,0.17962968982515135,1|2|2|8436.4|314.55
27,0.4056829394636835,0.48319848177407004,0.49990769158814263,0.1858109403240486,0.05960433568687699,100|6|1|7804.2|374.97
28,1.0369645311102853,0.8808792053889031,0.7701202506916103,0.3074394736623686,0.3008980041345586,5|6|1|10766|271.47
29,0.9976347030666673,0.7956074294042659,0.49464168022845173,0.27193644741818995,0.06093364863484877,2|1|5|7598.4|357
30,0.25552949782194434,0.22379297419843464,0.17558966452560362,0.15238803568532608,0.033741734109280004,60000|4|8|158.83|34269
31,0.4860148082969605,0.5219160770009023,0.549950108101438,0.17978335651164873,0.07452884531709308,8|4|3|7537.2|371.52
32,0.3783283238247721,0.23058968359827062,0.19518991011033104,0.24649962723562527,0.0076016073359499855,1000|5|15|2890.9|982.59
33,0.5802335068898198,0.5027603072619615,0.50390849863665,0.23842419404077567,0.0468067967518998,9|3|15|7424.6|395.16
34,0.6036225389434134,0.6233264663303842,0.5000752563174206,0.1890540035980262,0.06994992806237114,7|5|11|7278.1|375.23
35,0.25552949782194434,0.2107370103496043,0.1743008155477112,0.13600361172493403,0.07862415472860027,10000|3|2|324.5|8509
36,1.0320753202701771,0.8954412159873907,0.7729538418923295,0.26593799832934234,0.30497793958788566,4|5|2|10301|287.26
37,0.9440123064515286,1.2317544949028443,0.8233776411314754,0.2641935862460151,0.3356363337121407,6|6|9|10324|272.49
38,0.5151100831430051,0.509171657599393,0.5042605726842406,0.22153261131002183,0.08976442272081539,9|2|9|6113.5|452.85
39,0.6652464478695844,0.9602984436444237,0.5490141913882786,0.27475842114727067,0.0718936604215383,2|1|18|7573.2|384.03
40,0.625382473235616,0.643995428724972,0.520310614490187,0.2289719293590847,0.16510077925264902,7|3|15|8978|327.91
41,0.25552949782194434,0.22379297419843464,0.22328203034049696,0.16511038272717005,0.048123751791431295,60000|6|8|160.33|34180
42,1.0132287474060173,0.8469472754809617,0.6243706306579496,0.24171842787819942,0.08064937698149216,4|1|10|7914.4|368.74
43,0.3783283238247721,0.24173645117668638,0.17558966452560362,0.13290548055326165,0.07858758878083912,10000|2|10|302.25|8287.5
44,0.6794729222565592,0.9028095208802973,0.597717311029827,0.2700568502797816,0.08264714832591256,3|1|15|6770.2|375
45,0.8956642686081769,1.1880867126870593,0.7954581050787917,0.28738741660837097,0.40084750484753334,6|5|3|9955.9|274.99
46,1.0871611393709422,0.9786342621925782,0.9254374050274472,0.2329537385079655,0.2391243584338489,5|4|9|10068|287
47,0.625382473235616,0.6613393568774311,0.49327464679791616,0.19015438845643204,0.06350400316517013,7|5|15|7464.5|410.51
48,1.077511105238972,0.9660262928670035,0.8477602215685771,0.21555235770071413,0.30576685390964103,5|5|10|11213|264.16
49,0.6652464478695844,0.2963350206158441,0.44786061568574737,0.31336118678943675,0.2361589309820045,1|5|17|10090|268.18
50,0.6652464478695844,0.2963350206158441,0.4950008382471829,0.35711207685333207,0.3163748069529858,3|5|17|9799.4|258.79
51,0.9976347030666673,0.8094947961319715,0.7197502727815432,0.20853538891887105,0.18041986520841802,3|6|3|9602|278.48
52,0.6794729222565592,0.8956470495263233,0.48931186676383,0.29550263888381406,0.1758825722192189,2|5|14|11141|263.75
53,1.0369645311102853,0.9345627417320896,0.8551365777558394,0.26153824990909436,0.28733756315411746,5|4|2|10623|255.26
