row_id,b0,b1,b2,b3,b4,raw_val
0,0.21517179857991256,0.15617508609511818,0.1374675588383932,0.09166946761699661,0.07832109207532734,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|1|1|0|0|1|1|0|1|0|1|0|0|1|1|1|0|1|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|188|16|18
1,0.19301233862789635,0.2605526985626964,0.20605995631395102,0.15226281946848877,0.1033064150802004,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|1|0|1|1|1|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|173|18|19
2,0.21867536767668738,0.17050373343888867,0.13349531782580187,0.09289330050506057,0.08771477295211874,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|1|1|0|0|1|1|0|1|0|0|1|0|1|1|1|0|1|0|0|1|1|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|1|0|185|16|17
3,0.13161909993232854,0.1293227563420801,0.09209528787414738,0.07502155111129984,0.06163446778105413,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|1|0|1|1|0|1|1|1|1|1|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|0|0|0|1|0|0|0|1|0|0|0|0|0|1|1|0|1|0|192|20|19
4,0.21983231859279054,0.18684886125248018,0.13674828940560818,0.09357497844208759,0.15032118793699772,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|1|1|0|1|1|1|0|1|0|1|0|0|1|1|1|0|1|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|183|15|18
5,0.21126886990319185,0.17670122353833775,0.12109703434705905,0.08929048384377877,0.0661509997123739,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|1|1|0|1|1|1|0|1|0|0|1|0|1|1|1|0|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|179|16|18
6,0.1367542113233647,0.11372206252244599,0.12842794749030134,0.09874199695826175,0.06509197482087159,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|1|0|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|1|0|0|1|1|1|1|1|0|0|0|1|0|0|0|0|0|0|1|0|0|1|1|0|1|0|196|19|19
7,0.1824574139135959,0.1573178313943436,0.12986751004002697,0.08058913835398764,0.06081931322137486,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|1|1|1|0|0|1|1|0|0|0|1|0|0|1|1|1|0|1|1|0|1|1|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|1|0|1|0|197|16|17
8,0.19329815004963138,0.12408670231700504,0.1275376690708937,0.09192699759887817,0.051842766023798635,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|1|1|0|0|1|1|1|0|0|1|0|0|1|1|1|0|1|0|0|1|1|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|182|17|16
9,0.18213046941334451,0.2189819049645686,0.16478005598403855,0.16117172539803196,0.11632719982597378,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|0|1|0|0|1|1|1|0|0|0|0|1|1|1|1|0|1|0|0|1|1|1|1|1|1|0|0|1|0|0|0|0|0|1|0|0|0|1|1|0|1|0|168|17|16
10,0.1666247905541183,0.2023259478850723,0.16776821287463134,0.12285897297760037,0.08205655242796721,0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|1|1|0|1|0|1|1|1|0|0|0|1|0|0|1|1|0|1|1|1|1|0|0|0|1|1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|1|0|0|0|0|0|0|0|0|0|1|1|0|1|0|181|18|18
