row_id,b0,b1,b2,b3,b4,raw_val
0,0.189364558069845,0.09054085561607943,0.10828289403843837,0.08453558219969595,0.06809877288951927,5/26/37|18|41984|570|Employed|High School|0|34453|84|Divorced|2|Rent|340|0.502910043|7|1|0.080469156|0|Debt Consolidation|0|21|22|2324|2305|24794|13764|3498.666667|0.864533496|0|11030|0.274453|0.249186919|870.2715161|0.345923642|0|52
1,0.14288982405529516,0.1697103522817808,0.11393472547336561,0.08553593132406166,0.07030939267535319,7/30/18|46|37268|535|Employed|Bachelor|23|26549|48|Married|0|Rent|504|0.109871916|2|2|0.104144416|0|Debt Consolidation|1|19|12|652|2447|29282|10542|3105.666667|0.918333089|8|18740|0.254049|0.223858682|842.0263949|0.433409808|0|56
2,0.14185446644511324,0.13047482020749157,0.10156043739239122,0.10380725945741698,0.06220308552304645,7/25/45|45|35610|587|Employed|High School|22|46240|60|Married|1|Mortgage|212|0.335715642|1|2|0.122849921|0|Education|0|23|29|4850|6352|232682|35469|2967.5|0.826559796|3|197213|0.25774|0.2267372|1294.873836|0.507792362|0|47
3,0.17678176950012955,0.20272617384827496,0.0785416349035818,0.08007510151734984,0.06561055588002652,6/20/61|36|45097|532|Unemployed|Master|12|13264|36|Married|3|Rent|367|0.315532123|2|1|0.166516572|0|Auto|0|25|21|5895|1522|431732|160048|3758.083333|0.720846728|6|271684|0.232264|0.243488708|522.8173104|0.236774236|1|38.4
4,0.13341406418293042,0.16295121534481302,0.1470673164930431,0.07085030494911049,0.09065707541660985,10/19/37|60|34688|517|Employed|High School|37|27235|36|Married|3|Mortgage|601|0.621402875|4|0|0.407163213|0|Education|0|27|29|5370|1590|41430|144326|2890.666667|0.768166581|4|3080|0.253735|0.226590022|1049.424934|0.570949585|0|59
5,0.15921374478273478,0.1321081130966352,0.14159728142331604,0.08600938730643237,0.08691762278242987,3/5/30|29|15000|482|Employed|High School|9|64695|84|Single|4|Rent|906|0.559860277|3|3|0.240122653|0|Other|0|31|14|10081|245|35685|14245|1250|0.937045722|5|21440|0.348695|0.368766317|2157.870798|2.451096638|0|55
6,0.20039988605299047,0.16235892083297995,0.07997316905311992,0.08577428008740468,0.08836629779038863,2/21/65|37|31058|538|Employed|Associate|13|17093|48|Divorced|2|Mortgage|375|0.053781378|3|1|0.388930257|0|Education|1|29|4|1219|486|350835|11977|2588.166667|0.843042182|6|338858|0.243093|0.196940059|517.3635524|0.344785969|0|57
7,0.21595257164776124,0.13264232117218208,0.1146169780519478,0.08129984384217549,0.08895688295267996,3/20/58|54|47874|471|Employed|Master|35|12204|84|Divorced|2|Mortgage|486|0.118712016|6|1|0.051130948|0|Education|0|27|9|4125|4825|27461|13529|3989.5|0.835648436|4|13932|0.301704|0.283031733|335.1338682|0.205823754|0|51
8,0.18737215387946776,0.12060221866961629,0.11131457230617164,0.08914410839666184,0.05826569467834888,2/7/25|50|37959|609|Employed|Master|24|23628|48|Married|1|Own|560|0.292843377|3|0|0.312907867|0|Home|0|26|17|1780|1536|44394|45021|3163.25|0.835958368|6|5501|0.214128|0.174467256|687.2600866|0.394297032|0|52
9,0.1951859968786735,0.18056636421882163,0.09978992440976772,0.10197070474265321,0.07069420182122589,7/8/36|60|30620|486|Employed|High School|39|17560|72|Married|1|Own|253|0.464945754|4|3|0.110914905|0|Auto|0|23|28|8968|721|266588|38654|2551.666667|0.805510509|7|227934|0.28956|0.236549111|458.6274921|0.278887325|1|38.4
10,0.16125768035645532,0.11750750941658238,0.07918979662866692,0.06778174538917771,0.08154544523686338,1/2/60|31|15000|557|Employed|Associate|9|23529|48|Married|1|Own|398|0.437515254|5|0|0.402021584|0|Home|0|34|29|586|1111|14981|17991|1250|0.846252772|11|10150|0.240029|0.25514424|786.9201121|0.94793609|0|59
11,0.2444047235526144,0.17101086070775404,0.1304463296834709,0.09298116035454954,0.06802497017462919,4/6/53|50|71969|622|Employed|High School|30|8438|36|Divorced|1|Rent|326|0.123243454|4|0|0.132487172|0|Home|0|25|22|1645|473|60758|122440|5997.416667|0.918221428|12|3170|0.182438|0.167755473|299.89598|0.10436093|1|36.8
12,0.11381936716332788,0.12626182927627705,0.13265002653401034,0.10430471322278417,0.07271882725777244,5/26/50|20|17091|503|Employed|Associate|0|23153|12|Married|0|Mortgage|351|0.421173968|6|0|0.538452452|0|Auto|0|20|22|8029|2156|328772|17100|1424.25|0.873453413|5|311672|0.236653|0.231824325|2180.188054|1.777207691|0|55
13,0.1865357843760838,0.11081473643562763,0.10725430742481014,0.06887530578610924,0.06415025921810881,5/23/25|55|28321|624|Employed|Bachelor|32|19600|60|Divorced|0|Rent|369|0.30203954|1|0|0.341367312|0|Debt Consolidation|0|24|4|2275|3824|29485|128668|2360.083333|0.852838207|5|4473|0.2126|0.206187056|526.0505604|0.379245321|0|56
14,0.1691688215086976,0.14342611845915146,0.12449146222509054,0.12453244276819322,0.10737660266756455,3/15/70|28|52523|616|Employed|Bachelor|5|53685|120|Single|0|Rent|225|0.217549822|3|1|0.64911791|0|Home|1|22|29|3381|331|109389|55125|4376.916667|0.538329098|2|54264|0.300685|0.318652151|1489.73156|0.391767011|0|59
15,0.20895054905205843,0.17977131059473023,0.13633403211554845,0.119902634972989,0.09798882164896498,8/3/32|45|73202|526|Employed|High School|26|21774|36|Married|1|Mortgage|312|0.282220744|0|1|0.125601238|0|Home|0|24|4|1516|752|40101|50746|6100.166667|0.782162446|4|4077|0.243774|0.234523204|848.0073116|0.190159937|0|53
16,0.1581208858798955,0.16300620314927974,0.10218380520658592,0.13327921696211592,0.09902081841400007,8/30/30|44|73711|603|Unemployed|Bachelor|19|17046|84|Married|0|Own|173|0.301227396|4|0|0.652781675|0|Education|0|16|12|3337|2213|28237|588103|6142.583333|0.780887147|2|9480|0.240546|0.243924645|424.8630322|0.097330879|0|58
17,0.17811954192379892,0.1439379994280749,0.12212151298728774,0.12768761646197652,0.09517757433626933,12/19/60|46|29314|579|Self-Employed|Bachelor|28|40366|48|Divorced|0|Own|155|0.310225568|5|2|0.537558243|0|Home|0|19|2|2192|431|42055|84833|2442.833333|0.799014777|2|4115|0.245866|0.208716745|1247.176792|0.573996094|0|67
18,0.19529609516694604,0.192733000634899,0.20235796349535304,0.17765755560491375,0.1817551579155904,3/15/56|61|78101|578|Employed|High School|39|59223|12|Married|1|Rent|422|0.173600425|2|1|0.149663571|0|Home|1|17|12|3205|192|45236|15563|6508.416667|0.86387157|2|29673|0.235223|0.214439111|5527.102257|0.914062907|0|55
19,0.2049410336656111,0.18744983777361995,0.1747563733437321,0.12349985999541746,0.13274991454864454,2/28/24|51|73064|615|Self-Employed|High School|30|30181|36|Married|3|Rent|545|0.07035816|6|1|0.256669588|0|Other|0|19|23|3500|806|73057|18517|6088.666667|0.709667736|7|54540|0.207681|0.215162584|1145.086867|0.277579142|0|49
20,0.1900602976992805,0.19005160265628118,0.15411520383386262,0.11046907238402137,0.10456747619984563,2/7/42|47|46075|626|Employed|Master|22|27890|36|Single|2|Rent|634|0.133705719|2|2|0.225963214|0|Home|0|20|22|1162|568|25904|3921|3839.583333|0.74152443|5|21983|0.19989|0.217261533|1061.184647|0.441502241|0|49
21,0.17494129936681374,0.1719334871928214,0.08776799395259247,0.09309524426848038,0.08280848299706899,11/3/47|31|90446|576|Unemployed|High School|6|8063|72|Single|1|Rent|327|0.079388373|1|1|0.349457718|0|Auto|0|29|16|4254|13923|31226|4989|7537.166667|0.761454388|4|26237|0.235063|0.223449539|204.2461931|0.070483541|0|55
22,0.22947710886720762,0.18245618995192078,0.07110573173301281,0.05516343205051561,0.05854759188084034,7/1/69|40|96771|605|Employed|Bachelor|18|19887|48|Divorced|0|Own|274|0.237835727|6|3|0.108512098|0|Other|0|24|16|1050|1447|259992|50291|4039.833333|0.64869712|6|209701|0.212387|0.203549435|608.9358549|0.218557495|1|33.6
23,0.20644487862201108,0.13523620336553704,0.1042429074129943,0.09937436072584271,0.07628100972465436,4/11/59|30|56096|487|Employed|High School|9|20037|36|Married|3|Rent|179|0.439413583|3|0|0.085556683|0|Other|0|27|21|899|361|60306|31634|4674.666667|0.704897263|6|28672|0.261537|0.296789262|847.0824026|0.219498517|0|51
24,0.19454290288015985,0.17182399204180593,0.11333641605599273,0.062156336188648596,0.05026184642727206,7/31/48|38|78234|631|Employed|Master|12|12124|60|Widowed|0|Mortgage|342|0.447685693|0|0|0.224827651|0|Debt Consolidation|1|30|12|13496|1186|49199|13699|6519.5|0.766890437|4|35500|0.201624|0.201397704|322.1554615|0.101872147|1|44.8
25,0.20178771414256583,0.18421458808888244,0.2140403044899105,0.15477233052593145,0.13573194146087614,5/9/22|41|78951|624|Employed|Doctorate|21|25899|12|Married|2|Mortgage|338|0.036785049|6|0|0.171419119|0|Debt Consolidation|1|21|1|1187|1460|29152|240967|6579.25|0.876979523|5|6993|0.178899|0.207555977|2408.516767|0.417451346|0|56
26,0.10186938771412929,0.08495746031468521,0.08824277799090792,0.06865868256397861,0.07874057756694547,3/2/69|35|36976|560|Employed|Associate|9|28766|72|Single|0|Rent|311|0.625790345|4|0|0.458338064|0|Home|0|21|12|3337|1117|77487|76743|3081.333333|0.831130972|4|1114|0.263766|0.238009919|753.8462133|0.345579688|0|59
27,0.13862458888558934,0.1739317469436481,0.11697834915889903,0.09192540388905292,0.08794161175704018,12/22/61|56|29840|593|Employed|Master|30|36561|48|Married|0|Other|678|0.152181733|3|0|0.196651807|0|Education|0|14|10|736|576|9673|28180|2486.666667|0.663208933|4|3213|0.235061|0.194940014|1102.731722|0.716111952|0|51
28,0.1778001998767388,0.21195015314452445,0.13230578266370918,0.09695075614851191,0.09248146089807674,7/21/72|48|114524|560|Self-Employed|High School|25|9526|60|Married|3|Mortgage|944|0.143935864|1|0|0.058550262|0|Other|0|17|3|4863|603|7848|100695|9543.666667|0.836963879|9|10497|0.234526|0.25294673|281.2487732|0.128383442|0|54
29,0.17734976855092704,0.14708817934439472,0.07887366242964079,0.09880237705760532,0.039557320534142244,1/22/34|32|49207|481|Employed|High School|9|18611|72|Single|0|Mortgage|446|0.259966692|2|1|0.302425762|0|Auto|0|23|8|2031|1269|46828|12932|4100.583333|0.572834751|7|33896|0.293111|0.317192621|580.6845963|0.250375255|0|56
30,0.20185641471319435,0.18057449782608626,0.11408543782564311,0.10280225997272409,0.08384709052852446,5/29/62|46|85931|606|Employed|Bachelor|24|23743|24|Widowed|5|Mortgage|746|0.254246627|2|0|0.180573657|0|Debt Consolidation|0|25|7|505|1845|33840|6833|7160.916667|0.809247344|4|27007|0.195743|0.197491649|1205.511624|0.272522599|1|37.6
31,0.17995287147453598,0.17674292846228845,0.1804970200485429,0.12539722628875727,0.10300847668150517,3/4/48|46|96534|644|Employed|Bachelor|26|45331|72|Married|0|Rent|335|0.529152058|4|3|0.463564367|0|Other|1|18|27|8070|1552|103947|8874|8044.5|0.62118521|6|95073|0.238331|0.22881482|1162.830905|0.186193164|0|57
32,0.13691387840274002,0.17455259290483846,0.18217261913053284,0.1260535126089331,0.12586621833513076,8/14/43|47|35432|509|Employed|Bachelor|25|61054|48|Married|3|Rent|596|0.422993997|6|1|0.150461575|0|Debt Consolidation|0|22|11|1415|978|42136|46745|2952.666667|0.725690109|7|9865|0.301554|0.355974533|2401.443399|1.015164845|0|52
33,0.2132175595213311,0.10012513627394386,0.13133947382570588,0.09133928454260136,0.09457425620165634,12/25/29|18|59357|553|Unemployed|Bachelor|0|50497|36|Divorced|2|Other|751|0.447414012|5|0|0.247411469|0|Home|0|19|27|8155|1767|19421|12863|4946.416667|0.758520625|5|6558|0.258997|0.237309393|1974.01458|0.550906801|0|56
34,0.14176055489406952,0.1562346715639973,0.1321002496294886,0.12659193731613494,0.07026296187951565,4/7/31|53|33003|608|Employed|Bachelor|34|36055|60|Married|3|Rent|154|0.268380689|4|1|0.141850319|0|Debt Consolidation|0|16|14|2770|6279|37577|52289|2750.25|0.934940367|4|10366|0.237055|0.252034516|1062.56679|0.44234771|0|48
35,0.1769705034462726,0.18030281162780848,0.1361758816317118,0.12441874095793055,0.11797262786904257,1/19/37|72|80325|653|Employed|Bachelor|52|20015|108|Married|0|Mortgage|1202|0.271122858|2|2|0.115860533|0|Education|1|29|18|12337|5808|33118|15545|6693.75|0.641044618|4|17573|0.238515|0.246409813|462.4805602|0.248661895|0|49
