row_id,b0,b1,b2,b3,b4,raw_val
0,0.33417995735836264,0.298573004106201,0.21074771842367243,0.32963113563573665,0.20396839502389047,2.782|4.933|4.891|2.207|4.473|3.145|3.977|2.757|1.435|295.726|2.417|3.265|3.643|3.273|2.044|2.805|1.792|4.451|2.969|3.264|2.844|3.0|4.866|3.162|4.162|3.848|2.0|965.328|30.752|5517.947|0.536
1,0.4111470360676857,0.3520571602031624,0.27349244387119276,0.33481724906683846,0.2548411958867957,3.745|3.872|4.173|3.669|5.203|1.841|4.066|3.836|1.398|354.399|2.901|4.614|4.083|3.987|2.515|3.265|4.335|3.011|1.956|3.103|3.58|3.0|5.574|3.428|3.666|3.992|2.0|644.525|26.171|2085.339|3.217
2,0.5280612270442951,0.36570874907722606,0.3472510061525137,0.3517731862980228,0.21283733657981457,4.608|4.074|4.691|4.272|6.947|2.702|2.289|1.489|3.377|109.48|2.382|4.618|1.027|1.845|2.36|5.349|4.992|4.372|1.931|4.606|2.007|3.0|4.427|3.855|1.623|3.609|2.0|251.028|19.365|2261.569|2.145
3,0.4016171340089603,0.38342925752130486,0.42405405369655624,0.3595057268108045,0.33741904888066016,3.451|4.46|4.182|4.689|3.433|1.214|4.694|4.804|1.146|221.736|3.849|3.111|2.53|2.532|2.449|3.898|4.855|4.864|2.565|3.241|3.307|3.0|1.432|3.649|3.185|3.009|2.0|874.396|29.04|3046.373|1.072
4,0.5176013984168789,0.5759894970927374,0.401923043441704,0.36453259318446696,0.2783785353928029,4.802|4.6|3.098|2.04|7.805|2.512|4.912|3.807|2.746|141.676|2.942|4.836|3.69|3.652|2.627|4.81|1.626|4.977|3.316|2.402|2.834|3.0|3.024|3.522|1.543|3.139|2.0|956.886|31.345|3689.201|0.536
5,0.5445551928060329,0.37374629707760093,0.3475744517990509,0.3345601814819893,0.30103546373760154,2.561|2.763|3.17|4.863|3.998|1.501|1.904|5.23|4.307|307.873|1.177|4.611|4.707|2.819|2.744|2.525|2.992|4.454|3.13|4.387|2.821|3.0|1.817|3.014|1.447|3.018|2.0|705.852|27.069|9175.568|1.072
6,0.5561876620483471,0.5861561909737473,0.5366498951150139,0.5251574110456629,0.3565660519412137,3.161|4.899|4.099|3.801|5.76|1.39|2.408|5.636|1.866|11.377|2.936|4.044|4.304|3.143|2.952|4.946|3.102|3.309|2.592|4.729|5.661|3.0|1.535|3.835|2.444|3.528|2.0|31.208|10.42|133.616|2.413
7,0.5595326359240664,0.3827730586884084,0.3722544257717515,0.4075026280063946,0.25800231508465615,4.318|4.372|4.749|4.188|5.161|1.562|1.682|2.155|2.817|88.147|1.965|4.708|2.723|2.953|2.281|4.204|1.259|2.354|2.268|2.668|5.463|3.0|5.372|3.012|2.489|3.335|2.0|187.671|18.74|1418.677|2.145
8,0.40432643923671147,0.4706861410067892,0.2904723545730229,0.26909623970436447,0.3718003484788504,3.393|3.4|3.476|4.628|5.339|1.219|2.96|2.382|1.961|197.89|3.956|3.961|4.654|3.708|2.087|5.078|1.615|2.214|1.766|3.685|3.407|3.0|2.445|3.289|4.504|3.275|2.0|227.203|19.168|1449.714|1.072
9,0.42199751782629275,0.3733752486446734,0.332491248595939,0.35514301075021615,0.3385072058253898,2.841|4.534|3.968|2.003|5.154|2.709|4.787|4.985|2.44|194.978|1.637|3.255|2.665|1.095|2.452|3.711|3.125|4.045|2.042|2.249|3.844|3.0|2.278|3.541|3.701|3.46|2.0|1792.437|36.354|8747.953|0.268
10,0.37196947155301974,0.21893952579197298,0.2087874879589507,0.30241418773859124,0.2949564093059666,4.484|4.032|3.31|4.321|5.66|2.241|3.963|2.713|3.59|305.94|3.193|4.2|3.341|3.49|2.125|4.466|2.13|3.51|1.641|4.471|4.362|3.0|3.673|3.012|1.87|3.031|2.0|952.982|30.111|6087.287|1.609
11,0.45730530081236787,0.3890682614947144,0.4279266989984877,0.3281013866263697,0.3121419983026811,2.147|1.992|4.809|4.558|9.345|3.113|4.934|2.356|1.734|71.13|3.784|4.746|3.508|2.718|2.41|2.026|4.974|2.187|3.609|2.568|4.679|3.0|2.979|3.898|3.298|3.487|2.0|208.378|18.672|924.593|0.0
12,0.3326653126401993,0.2520369385294742,0.2144454595537612,0.24559801874416468,0.23090472336908344,2.189|3.106|4.615|3.543|7.363|2.867|2.381|2.444|2.249|350.61|1.933|3.033|2.352|3.985|2.08|1.839|1.053|4.442|1.906|1.166|3.663|3.0|3.664|3.773|4.442|3.507|2.0|971.737|31.848|22145.802|1.877
13,0.4726615494802772,0.4256726949425285,0.33260810964435944,0.3187895703984587,0.22851339966387094,2.434|3.055|4.78|3.131|4.552|2.609|3.971|4.513|3.822|53.666|1.503|4.674|2.975|2.136|2.656|3.56|1.686|2.548|1.069|4.461|5.094|3.0|5.32|3.911|1.321|3.798|2.0|146.096|17.066|1271.512|2.145
14,0.5356102966916507,0.47661140747016567,0.4103661432837605,0.4132005646376266,0.3826012940724391,2.906|3.165|4.847|3.658|5.97|3.293|1.826|3.622|2.072|120.628|3.608|4.081|3.412|3.351|2.724|1.955|1.458|4.183|3.137|1.813|4.742|3.0|1.564|3.155|1.67|3.454|2.0|540.362|26.657|7811.037|0.536
15,0.5699531530349351,0.5375051927293966,0.4918373621929611,0.5056824024449109,0.3633214885661617,4.5|4.69|4.051|2.563|8.151|3.056|1.19|4.29|4.725|49.671|1.092|4.905|4.844|3.416|2.01|1.216|1.086|4.645|2.139|1.594|5.149|3.0|2.84|3.187|3.534|3.097|2.0|165.85|17.58|3474.72|1.072
16,0.3972972637565804,0.40199238068567966,0.28733023743446384,0.21007763888614908,0.3403981620380298,2.301|1.027|4.108|4.12|9.271|1.706|3.256|3.171|2.284|166.934|1.216|3.468|2.181|3.64|2.401|1.632|2.965|2.336|1.277|4.567|3.34|3.0|3.122|3.118|3.168|3.628|2.0|280.481|20.337|7686.921|2.413
