row_id,b0,b1,b2,b3,b4,raw_val
0,0.24585269158229034,0.36211737403083993,0.22619636832870632,0.33975533194088686,0.14644544335165022,0.30622549254143083|0.6134953947167449|0.9758900394769064|0.0428333007806172|0.11152826041327213|0.012336780567781203|0.6741859277892299|0.3494433528172799|0.7468962017715663|0.6837793351803761|0.028314492232872794|0.8531468531468531
1,0.28216238543826544,0.2990630461329247,0.2963949548240963,0.4013644864505544,0.30663248934813475,0.5798513302690677|0.6253551789833319|0.9080678797763085|0.6936855229105152|0.860595941832867|0.6294878179439067|0.41648226499158747|0.5483178531326245|0.12718707851310096|0.42202556686607356|0.20757131399831313|0.8653846153846153
2,0.3041366678644901,0.3247201851241501,0.3427138845346397,0.24667244647356024,0.41343734917461283,0.6089406678000864|0.09944645380945083|0.34095216420865226|0.5286654197629889|0.47216160768912774|0.7987849777952394|0.013514184773416371|0.40835430217062907|0.7369518607213521|0.15838548913733455|0.34965188234930955|0.7239819004524887
3,0.3973496156935143,0.38725748323164877,0.3983120485463573,0.507736063174224,0.5183747648334295,0.24922282624738867|0.02216741962858526|0.1199318047408604|0.5964068060383264|0.8792503287440505|0.5759802179770523|0.43269044418471325|0.12709952262782698|0.9605084292603838|0.14430650857519103|0.12669599228169873|0.8097165991902835
4,0.24111291264349585,0.18990303130346467,0.24082924940655645,0.25916043709454645,0.3262772377952952,0.7772365057225328|0.5690340907372373|0.7991979301628407|0.28416240611506427|0.9564934398209944|0.8477160455208457|0.44471403868635007|0.6707882598742808|0.10091966987647294|0.35138746374485913|0.18060527261893175|0.7692307692307692
5,0.3254605074654717,0.2906933167208891,0.3419951434244811,0.31895612011099833,0.4192352500757281,0.8500281717318279|0.2939327658447298|0.6116739942183861|0.5348585657479481|0.5383617456794929|0.43502881971995633|0.27377717102201626|0.02194995427203028|0.8557593171426808|0.2742134787478013|0.1463820840797473|0.5917159763313609
6,0.3106126717600128,0.29449809412504124,0.3162296089415803,0.2751652135730328,0.3455415212337098,0.6700351758272983|0.1439407684303643|0.3181987557490811|0.1329899983181172|0.589205848048169|0.9135361668956318|0.25706913246881213|0.5654094073237677|0.9422966970956463|0.18490163868097703|0.3723062792097027|0.879120879120879
7,0.38419070108721864,0.4366524974574961,0.3012185213059707,0.2838482224105907,0.253316530019924,0.7226139819144619|0.433345804140129|0.13016110285754634|0.4237273165874831|0.5390228106556761|0.14352023617861742|0.13438488806052862|0.5956461878489837|0.3546305931606404|0.09989382072674272|0.03759093797161376|0.3846153846153846
8,0.31872370022671875,0.4035790736147549,0.3597763345968212,0.44022219153024766,0.5008349301429921,0.07061936567508076|0.40017478440377563|0.4632749769178627|0.9418168561715516|0.48030298222336576|0.5877629211157775|0.08903911557419852|0.3635819956347973|0.14443201171163478|0.1670564251063477|0.02295540293291376|0.46153846153846156
9,0.31042767571867413,0.29341489872897064,0.38471260553933806,0.2972171847131147,0.2561179476263126,0.13479087175761983|0.8757008277223978|0.8675108011236847|0.34167329088307963|0.7026090461838582|0.3429307067607571|0.40240934134413897|0.33911402623491216|0.16244909351366255|0.633265436384752|0.11091372767637149|0.5128205128205129
10,0.2949475841852707,0.42003339764919784,0.385189832419886,0.36991510139167855,0.34453721741887716,0.035294989819477096|0.9205348571583604|0.5494827200726117|0.6815228986130946|0.16631755427517636|0.3005294025379833|0.5748666382962966|0.7371330917909751|0.3628888268185755|0.6134720423365327|0.023689174157242986|0.0
11,0.33626907105276194,0.38618971555373516,0.40511557616553495,0.3182549776395852,0.30167035653035995,0.7809903189100844|0.9203846804963668|0.499309627262708|0.8185076965901197|0.7762006079353266|0.04098281855730168|0.6858066228383223|0.7430096088390074|0.019409513747227325|0.48260960228756383|0.025534771412615922|0.3793466807165437
12,0.24143020775970186,0.3728369786789663,0.3290691036946094,0.4472170661907128,0.47637839073688354,0.0014506632002633246|0.3346480677458399|0.4716970687310388|0.5508381733410688|0.254434256899308|0.8999746131448287|0.9405353040041585|0.23168403760219847|0.8105695267727456|0.30903286086828463|0.15258959369279965|0.879120879120879
13,0.34089085901677313,0.3279295909212624,0.2879037284007694,0.23572505428862553,0.28814515593775886,0.8930200907278989|0.3944575125076154|0.19786930041554918|0.2149209973695838|0.20027650717297318|0.7986736077556134|0.06328540499947188|0.5033876175908438|0.12849546141364265|0.09408169552280345|0.19566063041549858|0.5128205128205129
14,0.372141701895641,0.39586885473182837,0.3010999146780978,0.31221811581865944,0.29955602481783883,0.8119080915561866|0.17813106331478235|0.08556586119193377|0.12166815050795277|0.2973229854620477|0.28971433874055597|0.5753460356298098|0.5082322807334133|0.29203521773132624|0.19393967334908413|0.1052334811681848|0.7513416815742396
15,0.3451516732633208,0.3852749972370999,0.28679429993580163,0.3526675616029135,0.41550583316357886,0.7508224973629819|0.249155834358753|0.19975398678050815|0.44016203787493224|0.29513932703298607|0.5830931825898878|0.6822541891772238|0.5305462512246626|0.6618832551205586|0.19961843006156077|0.15794770912566442|0.7150595882990249
16,0.3087717033704653,0.33358501967282206,0.3230928985604633,0.3653018572466089,0.3269825061169612,0.5507305623771694|0.5903897568407993|0.17402672477203363|0.02371291872674286|0.34570309406153144|0.920050896978384|0.9930141727042049|0.7745142564626446|0.6308919161428661|0.18270411471485212|0.25464071529288174|0.6508875739644971
17,0.4076500857711753,0.3899153226301815,0.37066922052308837,0.30755170080614125,0.35064542031474905,0.5090757271561555|0.4861668613390322|0.10956954471168068|0.8050477788142091|0.7867301614751806|0.11005907493560652|0.14497446082000165|0.6883351498198044|0.9383197086003127|0.12750591738708486|0.021225682853400447|0.3076923076923076
18,0.2581850040035845,0.3894627923704499,0.3341855638270061,0.42232661011396677,0.26458611310797175,0.6789933573023356|0.881825549727612|0.43225084863762686|0.3156702827335458|0.07409083681267647|0.23789316983527442|0.012196459500826706|0.504908949162232|0.9295018461809168|0.41854786452022835|0.05552993843369365|1.0
19,0.3152522793783542,0.33347854038621016,0.4408569218004426,0.48422611544374405,0.4230842509916518,0.025318737719453366|0.37521074407143074|0.7304950762291527|0.29746981141276163|0.5484830671698514|0.570408341047567|0.31569317716926415|0.647249483158573|0.00482795842732997|0.27775836543352533|0.07393717306565034|0.879120879120879
20,0.3145005706393888,0.39401981022560667,0.43585811489790177,0.5348331405889806,0.6886330492090665,0.3164211463484071|0.5003520527660871|0.5733794184305985|0.8434674551393158|0.8525796235668666|0.5584690484007662|0.10177511386064564|0.9372851066560565|0.29188430648557306|0.14192893165509057|0.143712541042136|0.923076923076923
21,0.28744905591143427,0.27537173344105415,0.37852164585626663,0.35242798682078164,0.5442779832399705,0.1893365861865477|0.15928477923889917|0.593227703632298|0.9561031700327998|0.012459576803304895|0.9784055250093296|0.046011755537604726|0.9842595414246371|0.6059414742921093|0.37903802000405395|0.46280856643743046|0.0
22,0.30328375991356277,0.3340519665440464,0.24602021590695614,0.3616897107637252,0.30933861476341756,0.9156241567717125|0.7183222290394934|0.5090171514536121|0.3344847374478135|0.5619333677407511|0.43054569277844923|0.13584582342861984|0.7626623598351278|0.8590233505439927|0.2909693365700568|0.12322654072324596|0.7692307692307692
23,0.28720636323898396,0.39526460284781667,0.2879338073253895,0.31097627590822463,0.2709907404787317,0.2887245744375013|0.5308260797970449|0.9996223471375975|0.44689024483696194|0.7310815453074263|0.2591579082479517|0.9680000474291356|0.05029893327400359|0.5140575699695634|0.607246297052295|0.05476264704049399|0.2153846153846154
24,0.2655375409010476,0.32961150827029284,0.24395414678864288,0.292602623225432,0.4279760496086967,0.9364566408811024|0.5243935613767585|0.4450209828583538|0.9580201750154054|0.43732593351080673|0.9011399575785726|0.1400618470849022|0.7177107118135154|0.08256157904448902|0.25063030651382107|0.24240424058947901|0.7692307692307692
25,0.2185468906850419,0.1822289083318375,0.2128528206382129,0.27728781526150803,0.21494562979522364,0.5661134638272514|0.17125577733249775|0.8381927834713812|0.42800899807170556|0.19397103837308638|0.9644783565868958|0.7741371357922516|0.32173667069574263|0.9226287468040673|0.42881064481333053|0.12687899014390713|0.0
26,0.3265377703242339,0.32922222019072195,0.22798227094638193,0.3062646361727927,0.344341436493165,0.861025328150205|0.8852581567358825|0.3893203745867643|0.29274186374004507|0.7882967110904399|0.5664562950564783|0.2947821747386232|0.46296784797487955|0.5720286878484141|0.34240565850192034|0.16729447898692368|0.5769230769230769
27,0.3432614243374693,0.3399114473801679,0.44052740134863816,0.34254615313085474,0.2937814829832071,0.509628995493361|0.8080201645877279|0.18420277963871856|0.660844502250516|0.1380356821412576|0.5026104143415735|0.028414330275378763|0.7132876130657139|0.33468065524078694|0.15079576462469876|0.021744784846427265|0.0
28,0.3806143387705102,0.3923218769458141,0.28278217599082206,0.3424781050090341,0.39998365640415695,0.90845159777625|0.21237522121666486|0.5271656226371015|0.7116165680808438|0.9549458154054293|0.2296782936413646|0.4834152565983536|0.4445012884965528|0.5081995433906322|0.2529272205201158|0.08576628566957797|0.6153846153846154
29,0.3173753620875708,0.35390554099101396,0.3986099139557911,0.413781255125804,0.45151077458719413,0.7498014017799588|0.8472108027781502|0.29879685351142515|0.6999942645247937|0.9342481160960531|0.5232075909851117|0.4190946739175574|0.35979734658056994|0.3584599159014221|0.25182606437037725|0.18752971575872351|0.32967032967032966
30,0.28279567539851114,0.3882763520885499,0.3340316540293081,0.27730781991042286,0.39582455522925947,0.4494108893237635|0.5829799852974167|0.19272722971129763|0.5447498845414884|0.40220816148684146|0.9188950140240394|0.40967864600842296|0.5822073180822321|0.6956636850303999|0.21265485973866607|0.1356707901184806|0.34188034188034183
31,0.3502053687302179,0.3104696235195042,0.2601419039057179,0.2351881960325219,0.3548975454894257,0.3542319341526404|0.15082224342415151|0.6759489340865918|0.24531350796244433|0.7342137268164451|0.03729603453487895|0.16231636114235115|0.6724270281823329|0.5661898971578556|0.25793337184990794|0.03928527127962005|0.6477732793522266
32,0.26372194191165294,0.26518919297360016,0.269038523267866,0.31844280038868406,0.44238033017133455,0.6316799092202885|0.049299846848192|0.5531453097835357|0.6715953242332804|0.15272556781071178|0.9563422862834606|0.5722307154285834|0.007016822723229343|0.8759665738601553|0.23961767285007826|0.12465017795117789|0.14513788098693756
33,0.3016716213274348,0.2828011493282313,0.27372306750893854,0.2165545049944605,0.34687792466225603,0.7983308288644253|0.9991562853549872|0.9432141936990011|0.7603850970059868|0.677702687181577|0.9968307312613118|0.10395150750538629|0.9340679168756914|0.5566788498860405|0.43310403245689355|0.25225979649251823|0.3619909502262444
34,0.33656801038699224,0.37371103044988435,0.28004795917053543,0.26603608663173445,0.2506076726079269,0.9785173334431024|0.9162088482646077|0.5091463254283081|0.7337187876222522|0.7061472172464552|0.17290967574182958|0.07289628277129945|0.10963267970725155|0.6053127009191385|0.34100438409072004|0.11714607618408036|0.0
35,0.20398570552896744,0.26746384783554916,0.34427039267483456,0.24492240835199225,0.13599549529213364,0.6507590153359467|0.5615763389373015|0.8880470381456927|0.8569160645453664|0.1527552571289199|0.5587197892544924|0.7417536356524372|0.46813722421297055|0.7901609208660663|0.6315238441945056|0.1499980813720446|0.728744939271255
36,0.20414553331325894,0.19042937376644317,0.19249690256571278,0.2657490975424583,0.15906328719564466,0.6384430262580572|0.7747712508097514|0.9924734133898151|0.3056326205849168|0.3398773601986216|0.8917794422185705|0.8695796916027705|0.7640400107566931|0.7126372558197935|0.7144036570210514|0.20887088917972324|0.37986704653371317
37,0.2853568838036633,0.28809435996664645,0.26045931871872663,0.29706128494846906,0.381173560257238,0.8061786205199498|0.5020704905543815|0.45383050387579293|0.3145413524824624|0.839661539612865|0.9195536093779849|0.24201824177885312|0.1276928816773928|0.8826885638143682|0.18564738469863312|0.16693566917227295|0.170940170940171
38,0.33144991085858255,0.34801164155022685,0.2587074158431708,0.254681200837318,0.25185342449490805,0.9191901754006826|0.5646787218064506|0.8122212352290983|0.695006566932816|0.5080740325080045|0.06698736939983674|0.07771024440561425|0.001738205545010807|0.6803445070202547|0.2653424931918885|0.04239319427336685|0.5594405594405595
39,0.3153186452030789,0.3734205970260473,0.33052370396727704,0.44613669268328643,0.3005722790679909,0.22195858665466617|0.905557165018315|0.4876866511243877|0.23886747380385243|0.7848821938348604|0.0741200519293973|0.41267057170249755|0.8868320808697758|0.2999161846455699|0.27718953989517753|0.013699693118377012|0.0
