row_id,b0,b1,b2,b3,b4,raw_val
0,0.27311197411081856,0.16692982380400195,0.16637543469717503,0.12393845956187725,0.1467927907037113,4.028|2.564|4.503|1.57|6.436|5.472|3.206|1.054|4.657|261.626|2.645|3.854|2.81|1.671|2.834|5.138|2.755|3.262|4.756|3.18|4.592|3.0|3.564|3.868|3.742|3.242|2.0|1727.064|34.908|14087.96|0.536
1,0.3140189893201882,0.3544758408380499,0.28438469396123955,0.2103470084883761,0.15380166246297647,3.125|4.421|4.624|4.6|5.612|5.723|3.137|2.961|1.976|199.113|3.696|4.427|4.055|3.624|2.551|3.326|3.002|2.315|4.682|3.655|4.282|3.0|3.134|3.555|1.83|3.125|2.0|452.081|24.029|2391.179|0.0
2,0.26742772082270083,0.19501370933014714,0.14156106623684972,0.1567732171494436,0.17688106762985595,3.458|1.05|3.601|1.76|5.054|3.63|4.713|3.39|1.563|271.174|2.656|3.775|2.358|3.996|2.614|4.818|3.046|3.876|3.668|3.326|5.277|3.0|5.685|3.065|3.864|3.268|2.0|1070.356|30.946|4430.629|0.536
3,0.34353792804898553,0.251142139923159,0.20658967005708612,0.2659358338367298,0.25236751724504664,4.404|2.079|4.004|4.689|3.578|3.847|2.153|1.466|4.134|334.882|1.234|3.137|3.114|2.172|2.427|1.846|1.292|4.668|3.109|2.706|5.18|3.0|5.741|3.886|4.812|3.074|2.0|800.853|27.937|13206.495|0.268
4,0.2809325601655518,0.26789015634738256,0.24042440460801126,0.21755965399668528,0.1973516756081391,3.837|5.879|4.22|1.174|6.71|5.271|3.842|4.857|1.111|333.22|3.161|3.989|4.731|2.594|2.077|5.858|2.388|3.642|3.218|3.474|3.918|3.0|1.58|3.609|4.172|3.037|2.0|2772.88|42.918|9488.376|0.536
5,0.2525514555046581,0.2474672129164012,0.20857343274571868,0.3279723981466992,0.24014522261099688,4.878|5.129|4.483|2.299|3.86|4.463|3.268|3.99|4.948|175.006|2.041|4.322|4.052|2.753|2.082|5.297|1.979|3.789|4.922|4.579|2.162|3.0|3.674|3.947|3.691|3.307|2.0|725.977|26.536|2987.618|0.0
6,0.2924686224527846,0.08358417869890004,0.086921844803173,0.06487295959521341,0.06786955993295207,4.993|2.693|4.602|1.243|5.478|3.66|1.462|3.298|4.635|18.643|3.119|4.022|4.957|1.481|2.594|5.535|4.03|3.0|4.485|1.354|2.97|3.0|1.799|3.792|4.576|3.679|2.0|121.771|15.352|644.359|0.536
7,0.3520660146179523,0.23743521286485145,0.1837085362975919,0.22695438702257573,0.17455518184599247,2.465|3.991|3.238|3.329|6.115|5.805|2.707|1.309|3.307|57.022|1.962|3.578|2.548|1.548|2.288|2.605|1.466|3.24|3.464|1.785|3.064|3.0|3.055|3.964|1.87|3.802|2.0|572.979|26.129|6155.638|0.268
8,0.3850224176855819,0.20240176012117725,0.18201113798368512,0.17811789905846684,0.17756539657093165,3.311|5.502|3.713|4.184|4.923|4.833|3.169|5.19|2.192|248.796|2.805|4.611|3.628|1.115|2.112|1.392|1.408|2.71|3.314|1.503|5.157|3.0|1.41|3.087|1.24|3.242|2.0|2142.129|41.241|14850.374|0.536
9,0.3353058654892599,0.25275312366615627,0.23798681818954304,0.2237971120895757,0.17717562201689818,2.902|4.62|3.735|4.328|8.21|3.71|1.531|5.124|4.256|185.182|3.418|3.26|4.845|3.219|2.288|4.472|3.236|3.223|3.025|3.9|2.244|3.0|3.506|3.372|4.699|3.664|2.0|342.073|21.105|1074.836|0.0
10,0.35057857945766485,0.19409668946292621,0.268479395106365,0.19321856977712523,0.20487508698911044,4.981|2.57|3.91|2.42|6.857|3.703|3.952|4.131|3.496|260.779|1.113|4.935|3.695|2.217|2.163|2.897|3.259|2.904|4.342|2.875|3.316|3.0|2.965|3.647|3.438|3.097|2.0|1765.611|35.665|10835.408|0.0
11,0.2538561541063717,0.2193335380952176,0.18946066682605214,0.18484010454478764,0.17165672781959312,4.753|2.3|3.476|3.939|9.768|4.005|2.94|5.599|1.43|354.29|3.352|3.089|4.449|2.351|2.026|1.146|4.801|3.451|3.88|3.274|4.098|3.0|4.923|3.105|1.217|3.641|2.0|1074.617|31.199|9778.31|0.0
12,0.3135322807927681,0.2723452394924522,0.2549613546726729,0.2439004150775889,0.22649352239857803,2.256|2.255|4.381|2.174|5.229|4.45|4.547|3.556|2.203|302.872|2.117|3.454|1.841|2.818|2.842|2.01|1.075|3.913|3.491|4.633|5.418|3.0|3.306|3.061|4.079|3.614|2.0|2590.3|39.108|12250.894|0.0
13,0.34661670527660204,0.2616754163890047,0.3024238332433648,0.2306702658727417,0.19676293679650583,3.377|2.106|4.079|2.447|5.482|5.019|2.808|2.646|4.094|404.249|2.987|4.422|1.638|3.266|2.838|5.929|3.684|3.443|3.893|4.364|2.863|3.0|3.758|3.565|4.668|3.137|2.0|1834.965|34.32|6510.057|0.0
14,0.30951341068044924,0.23657142549084373,0.20750969300555405,0.25968337956312193,0.1374708262894177,3.343|2.5|3.314|1.55|7.436|5.402|4.936|4.363|3.483|412.993|2.87|4.26|4.819|3.876|2.275|4.118|3.594|2.408|3.921|2.371|3.031|3.0|1.394|3.004|2.293|3.928|2.0|1942.332|37.607|11503.706|1.34
15,0.4227764186953629,0.23909998214923545,0.23475872267141087,0.16315280164694607,0.17317201299958304,4.488|3.771|3.242|3.439|7.181|3.868|4.113|3.385|3.788|274.613|2.046|4.377|3.41|3.174|2.048|4.297|4.147|2.132|3.77|4.501|5.522|3.0|3.097|3.351|4.73|3.439|2.0|1373.403|31.147|5623.98|0.0
16,0.1988983109464242,0.3255542773362588,0.2598897503823048,0.24919868304739923,0.01657572944966062,2.727|1.176|4.981|2.736|9.203|3.777|1.84|3.607|2.626|22.491|2.219|4.545|3.736|1.559|2.801|1.329|4.028|4.339|3.577|2.379|3.774|3.0|3.519|3.518|2.866|3.738|2.0|76.288|13.616|1280.401|0.0
17,0.24470181659234141,0.22412168835519194,0.23902412785338248,0.2165468961551406,0.14572885898563243,3.979|4.746|3.294|2.563|5.262|3.71|2.773|1.945|1.994|68.636|1.449|4.533|3.496|1.712|2.306|3.732|3.971|4.197|4.183|2.271|3.27|3.0|4.172|3.707|3.912|3.288|2.0|423.577|23.386|2460.614|0.0
