row_id,b0,b1,b2,b3,b4,raw_val
0,0.2654168374571684,0.05447215733529571,0.03953054299257257,0.03908767403799109,0.02197607290645464,1|1|1|0|1|0|0|1|1|0|0|231.39|18
1,0.452592109552401,0.07916276264384847,0.060298047145622216,0.03367164423378751,0.02882156332008723,1|0|1|1|1|1|1|1|0|0|0|215.73|14
2,0.21988433478162012,0.038526187118921223,0.019974129201208366,0.008679915146443222,0.00640550002553837,1|0|1|1|1|1|1|1|0|1|0|240.54|15
3,0.08991121766656889,0.03793189875207828,0.009112681130094296,0.007868016441396189,0.00710597192225315,1|1|1|1|1|1|0|1|1|1|1|269.52|19
4,0.034333690159445984,0.015459620099073411,0.01031326012080269,0.009396022403832955,0.004189984749279357,1|1|0|0|1|1|1|0|0|1|0|229.82|28
5,0.3830545987733247,0.11913198550793948,0.11595502680659951,0.0532097793349499,0.038536878963110976,1|0|0|1|0|0|1|1|0|0|0|209.84|14
6,0.051266984416967226,0.01663928849317523,0.014118614799179497,0.012796881886456862,0.009547554951393873,1|1|0|0|0|0|1|0|1|0|1|232.47|28
7,0.2802334052138831,0.04301658211699764,0.022864932266087528,0.014502939379027066,0.014561877524141852,1|1|1|1|1|0|0|1|1|0|0|230.54|18
8,0.050103414126000036,0.021650461584414624,0.018367147765120266,0.01516892285117695,0.001262418617764663,1|0|1|1|1|0|0|0|0|0|1|218.43|26
9,0.10414265576558993,0.03791291655238141,0.018917528397001497,0.017471067386450045,0.012808814564558749,1|0|0|1|1|1|1|1|1|1|0|250.86|20
10,0.021017180471291138,0.014759949950793237,0.01543299498182295,0.011329959268111025,0.0036294413717700017,1|0|0|1|1|1|1|0|0|1|0|225.77|28
11,0.04067184119250972,0.03543176591448231,0.017789457629732264,0.010722089195063017,0.005807782763774793,1|0|1|0|1|1|1|0|1|1|1|250.53|28
12,0.10414265576558993,0.02176213514344942,0.01494192504687935,0.014150224143107796,0.01071779641855162,1|1|1|1|1|1|1|1|1|1|0|256.97|20
13,0.03215648484635381,0.030548155577383624,0.017378405110722743,0.010722089195063017,0.007138045116266196,1|0|1|1|1|0|0|0|1|1|1|249.5|28
14,0.026802028949132334,0.021233038157685284,0.016638220761617636,0.015285023933732716,0.008752482920143792,1|0|0|1|1|0|1|0|0|1|1|233.12|28
15,0.039992123125957825,0.015613459256937315,0.013432032233962566,0.00844619727998898,0.007380944858626065,1|1|0|1|1|0|0|0|1|1|1|251.71|28
16,0.039830142310256056,0.019335687388970773,0.012688315141147127,0.009033207017438748,0.006279001205526065,1|1|1|1|1|0|0|0|1|1|1|252.84|28
17,0.12765810180000184,0.038591418822576655,0.033763714030020424,0.034210841610969,0.026149418954006052,1|0|0|1|0|1|0|1|1|1|0|247.27|20
18,0.06173421885919732,0.014433153334507258,0.008330228216562726,0.0037832762907987626,0.00351189727986665,1|1|0|1|0|0|0|0|0|1|1|234.1|28
19,0.2033792264947438,0.058500528541867144,0.04318882479161228,0.04073731712790031,0.021698464050047498,1|1|1|0|1|1|1|1|1|0|0|231.2|19
20,0.11207381499291132,0.05219062254000395,0.03129188375260965,0.024266295583769068,0.0055604720938299546,1|1|0|0|0|0|1|1|0|1|0|237.5|16
21,0.06126511582847566,0.007373644383857547,0.004766132258020683,0.0012244435995864898,0.0008562937571483066,1|1|0|1|0|0|1|0|1|0|0|219.91|29
22,0.04315442605154815,0.028785870709593483,0.007835665267740327,0.00713648006576435,0.006010665435638645,1|1|0|1|0|0|1|0|1|1|0|242.56|28
23,0.07346835906942584,0.05551209085556463,0.04778360995424483,0.035241738771409674,0.013326820691545851,1|1|1|0|1|1|0|1|0|0|1|263.58|12
24,0.06681964913202482,0.05862758324988402,0.031825774579350596,0.014312114934583009,0.011773177718026934,1|1|1|1|1|1|1|1|0|0|1|265.69|12
25,0.04582817835009801,0.027624065660987907,0.009850789555956025,0.007043840665523152,0.0059010585515456284,1|1|0|1|0|1|1|0|1|1|0|243.96|28
26,0.041494449901620704,0.018221077667856,0.010133344754499965,0.008723283025276246,0.005887368048204036,1|0|1|0|1|0|1|0|1|0|1|233.23|28
27,0.04582817835009801,0.027624065660987907,0.009940280557631215,0.006623260245143555,0.005461529840900933,1|1|0|1|1|1|1|0|1|1|0|245.6|28
28,0.24157289581522995,0.04701321676616937,0.04326294238451837,0.036023086436365453,0.039646462575459895,1|0|1|1|1|0|1|1|1|0|0|229.56|18
29,0.055469323657521045,0.013332982535572335,0.007629672075697158,0.003043873539023808,0.0022795990816115823,1|0|0|0|0|0|0|0|0|1|0|219.15|29
30,0.03398163073753652,0.03206814774640628,0.0036837481379183527,0.0010063924345840869,0.0005991205553639647,1|0|0|1|1|0|1|0|0|0|0|202.68|29
31,0.09021699235491579,0.06821955218305528,0.017532803671281724,0.012688709209004794,0.007145861633748257,1|0|1|0|1|0|1|1|1|1|1|263.79|19
32,0.14432818771628875,0.030696296750401062,0.023726073623908123,0.015553699884695203,0.004451047917932442,1|1|0|0|0|1|0|1|1|1|0|253.26|20
33,0.1248998073727122,0.05721225203582698,0.07133380800116604,0.05330373765876369,0.005259026389156849,1|0|0|0|0|1|0|1|0|1|0|232.33|16
34,0.08665275431476889,0.04891025878654437,0.023688513676555695,0.020099818535667204,0.00984382433728878,1|0|0|0|0|0|1|1|1|0|1|245.79|18
35,0.16255395377574325,0.04221825442833216,0.021997494411649617,0.006395683340651609,0.004451047917932442,1|1|0|0|0|0|0|1|1|1|0|251.58|19
36,0.03216444308782857,0.02749285163385194,0.012438286596395955,0.0063452111974778985,0.005113696828329437,1|0|0|0|1|0|0|0|1|1|1|247.69|28
37,0.023551861618162983,0.02060967245425692,0.01708256607633035,0.013477091532227042,0.011927554170887743,1|0|1|0|1|1|1|0|0|1|1|236.38|27
38,0.042733905488926416,0.01724632892412668,0.013335088167407949,0.010634075730993427,0.010250568905523151,1|0|1|1|1|1|0|0|1|0|1|236.53|29
39,0.3830545987733247,0.10280977096829681,0.1049952001341077,0.0395922213932278,0.005778410130496644,1|1|0|1|0|0|1|1|0|0|0|211.59|15
40,0.24078279036702827,0.08246574601685311,0.06958530827578398,0.043737487611186766,0.003412433788219434,1|1|1|0|1|0|0|1|0|0|0|213.18|13
41,0.12154949389054066,0.06268229892064504,0.012895909451478988,0.0073028019527741905,0.00906434055882995,1|1|0|0|0|1|0|1|1|1|1|266.45|18
