row_id,b0,b1,b2,b3,b4,raw_val
0,0.1744374404675468,0.19599815387044467,0.18416933847098563,0.18536315469620754,0.24309887701307695,3.684|2.345|3.089|4.716|9.151|3.794|4.074|5.695|1.973|83.851|2.279|3.514|1.993|1.826|2.927|2.822|1.061|4.993|1.953|4.526|2.334|3.0|1.448|3.547|1.526|3.523|2.0|551.354|25.821|7080.325|1.609
1,0.2331836919537416,0.11677512908240102,0.14141568592845258,0.1221106015750916,0.07821289147968204,4.622|3.405|4.641|4.315|4.784|1.718|1.278|2.433|4.911|88.228|1.175|3.895|3.091|3.581|2.659|3.416|2.111|4.982|1.54|2.364|4.527|3.0|4.454|3.434|2.105|3.052|2.0|201.117|18.507|4235.098|2.413
2,0.24128249904735952,0.2377171052130911,0.17185672846574107,0.20979665022670843,0.17439816214357937,3.189|1.491|3.476|2.531|8.182|1.981|2.476|2.202|4.127|372.104|2.891|4.473|3.511|3.746|2.957|2.805|4.837|4.201|2.453|1.353|4.444|3.0|5.24|3.384|4.347|3.167|2.0|813.615|27.594|6315.793|1.072
3,0.2987797147719454,0.20007901666295413,0.20064818337575818,0.2459296736761083,0.22486915631324902,4.548|2.515|4.202|4.136|5.211|1.46|2.885|3.508|2.765|277.816|3.137|3.747|2.603|2.189|2.659|1.327|3.288|4.972|2.624|3.282|3.218|3.0|3.369|3.549|2.352|3.104|2.0|1302.05|32.948|13113.914|1.072
4,0.3140512516135307,0.32264049726894933,0.27347474690950635,0.25711741093529006,0.23854213694160276,2.244|4.839|3.261|2.499|8.792|3.404|3.846|1.12|4.75|84.788|2.677|3.583|4.569|3.969|2.51|1.455|1.611|4.523|2.702|2.076|5.725|3.0|1.997|3.386|3.337|3.413|2.0|412.662|23.093|5979.908|0.0
5,0.2522314997277332,0.2259096027238335,0.19157870060475968,0.20648424483876998,0.2057348001212795,3.007|3.902|4.12|4.259|7.019|1.71|4.656|4.486|3.453|380.351|2.739|3.078|3.115|1.396|2.065|3.776|4.649|3.417|3.969|1.653|2.284|3.0|5.069|3.417|4.557|3.587|2.0|1204.784|31.3|2176.081|0.536
6,0.2491003429872695,0.19778576288795727,0.22413447427019662,0.14522661887461644,0.12552106071849428,2.281|3.73|3.377|4.741|5.182|2.108|1.124|5.582|4.848|230.092|2.027|4.796|4.655|3.667|2.506|5.711|3.815|3.938|1.508|2.822|3.905|3.0|2.211|3.966|4.11|3.784|2.0|323.812|20.729|2462.483|1.609
7,0.32210328523879656,0.24842235615188782,0.21822785455933613,0.25154487510262197,0.22933045840991625,4.368|5.313|4.887|2.822|3.668|1.391|2.739|2.547|4.142|165.569|1.032|4.006|3.884|3.36|2.65|3.823|2.913|4.509|2.927|2.419|3.265|3.0|5.967|3.434|4.822|3.435|2.0|261.711|19.53|1182.903|2.145
8,0.19653572974663003,0.14089191874872356,0.13164128401489092,0.1241556139173737,0.10483543766911124,4.912|2.427|3.118|2.247|7.039|3.502|4.415|5.622|3.876|98.397|3.352|4.38|2.216|3.67|2.287|2.191|4.366|4.979|1.46|4.416|3.79|3.0|4.734|3.773|2.376|3.602|2.0|595.698|25.118|3009.753|1.609
9,0.33156755800314147,0.21471251095369043,0.16461745615956663,0.18109837291349615,0.17226828815806608,3.714|3.302|3.864|2.026|9.72|3.57|4.308|1.327|1.233|267.2|2.584|3.567|1.466|2.531|2.498|3.929|1.658|4.331|2.853|1.883|2.295|3.0|5.403|3.723|4.142|3.556|2.0|1647.661|37.118|8793.223|0.0
