row_id,b0,b1,b2,b3,b4,raw_val
0,0.13212933694366993,0.10940786632332904,0.10148073276494268,0.12973802899370585,0.10274944885588566,0.9037157942321358|0.6640156355245818|0.8239736718693534|0.2984736378459336|0.7575455626024937|0.3524445828482782|0.2113324427673648|0.5844547414019169|0.286959212907418|0.388745649|0.923708537|0.104540024
1,0.17865713175261924,0.1321664650309441,0.13913072658654285,0.10247613151373072,0.1121979128192801,0.2575605405093469|0.7964821426154568|0.7782307857804633|0.5202797083191574|0.0428065875145099|0.926924441288606|0.4144521090639049|0.7045754051643326|0.9094735049635518|0.62005274|0.728463104|0.740221287
2,0.17262822989414134,0.19632546169830145,0.18824778633069353,0.23928292975295323,0.17689131838984987,0.2975734121325677|0.1838349559710966|0.6577079462001589|0.77040890895224|0.2477646550111613|0.0786430477246066|0.9588185452878476|0.7712285918389026|0.6635245166590705|0.282249666|0.785160364|0.498846173
3,0.1306965644604712,0.12787463312945968,0.13051180692510694,0.1387829137891889,0.12202578919150407,0.9098651411972504|0.0234865869047088|0.6815818099477122|0.7365688843311592|0.7045055834126771|0.4084680781289683|0.3226386586291077|0.458486100404034|0.0586066881222268|0.21728541|0.793541801|0.467277313
4,0.14716235058433946,0.16562758948579467,0.15261341324282593,0.16055613491364926,0.1350699706617011,0.7148798297566891|0.9245669162623116|0.1264124979034029|0.5692451109148966|0.0449911192250046|0.701480067119517|0.1636994656663891|0.8295086816174227|0.9470311247285208|0.19529608|0.84416961|0.542477962
5,0.15725596213823703,0.16555583884470493,0.14962366348016704,0.2078489573561857,0.13992136546357078,0.3069552424312893|0.1028039917308727|0.4592243768833703|0.7024731188946178|0.8280056244900589|0.9849458148411095|0.7673410341413452|0.8030831490350226|0.3085830166774223|0.211272367|0.831566333|0.253143594
6,0.090380260555906,0.10946520352964186,0.18265935079619108,0.17130149094031372,0.1248274876178643,0.5154946603447627|0.5886762053401066|0.0661492444913631|0.4734282733271328|0.7261351165809885|0.7242449494428312|0.5858535543997657|0.2229044521884721|0.8940716214111795|0.156606849|0.627045634|0.909439574
7,0.12786458480331553,0.14766382477475454,0.10765992411778821,0.09451947416369418,0.06931610992258073,0.7170856082433792|0.7379700540829086|0.5354661143201163|0.8971372591198628|0.6002260562354412|0.8885489452729561|0.7299004411521284|0.1659466775354515|0.7199631305488897|0.433501281|0.932341916|0.077496852
8,0.138400037119204,0.12760812847056827,0.15766862767444573,0.1540772646787217,0.0897145064321999,0.8494005582223833|0.6870431327879887|0.4660551230153167|0.5478146571357864|0.6003199421721113|0.0391129604386738|0.6142671854865553|0.3694332918455834|0.4068950055786376|0.356168141|0.796892738|0.129621446
9,0.19184885148564557,0.1778669370272772,0.1605399321703586,0.18073965332522135,0.15949635522056085,0.4834142746145847|0.9061551185695648|0.5335992388297939|0.1938031298510873|0.951234684855584|0.4890939574641718|0.8804339131666882|0.6921236985872816|0.2389836369535011|0.443177532|0.804963359|0.693840555
10,0.2286075750223866,0.20355048905213305,0.21213892911498797,0.167371465292731,0.13052487730013954,0.1231518159133919|0.5512513861911472|0.0179618571576917|0.5882844903878063|0.761770211392465|0.191160385134031|0.6480758073931663|0.8686511232395817|0.7460206956796862|0.14502825|0.84004866|0.579744207
11,0.19353273104685342,0.12398765681361591,0.11692377939224337,0.08537699480692584,0.11248030105766393,0.6852419220401093|0.9220041710190716|0.6883149337066986|0.8348375307427753|0.4610658226850003|0.2153256557142946|0.5215947541117729|0.3316300537659101|0.2075286854082361|0.591862581|0.671608153|0.785561282
12,0.15310681145067556,0.1782241983277705,0.1412451728206083,0.14963920489903493,0.1208262650280698,0.4305767825677956|0.6192715346323022|0.9758522862747544|0.2426023032529377|0.7768448101163415|0.1475322385448872|0.8212451898840012|0.209474833605445|0.2692128799543755|0.536392235|0.718299136|0.517109334
13,0.14494724444868842,0.20496250670641308,0.17287329389451217,0.18889137184186386,0.1874872976354504,0.2269602335917809|0.3286302028725857|0.8065404560111423|0.3494246385502657|0.0693564626537578|0.4629052268321707|0.0109622914362447|0.2103703713945878|0.0546944755986812|0.32820113|0.732672831|0.504032258
14,0.08275259279660692,0.12089323340050358,0.13106337566225051,0.11375869595594154,0.08996456932793578,0.940164058209632|0.8936329938454238|0.4379572417355655|0.3135342068379501|0.6884498781699674|0.9246247562363894|0.7785789842856186|0.7467334094236543|0.5056011032800296|0.395070216|0.840559409|0.451480821
15,0.16433938503619608,0.11909298707072825,0.12789003159033685,0.09122227259344429,0.11221381847807428,0.945025934579356|0.8924235247391363|0.8045763887374376|0.2883440245017419|0.7038116965744678|0.9819328947016344|0.2363596204164847|0.2792059871211444|0.9772927219540944|0.455709235|0.726056067|0.559939699
16,0.19707035316874333,0.19700190050248428,0.21460641976770503,0.1680187217815802,0.18857042797226553,0.484803220853352|0.031253274922934|0.0702886085203196|0.5635895863479857|0.5793152863116748|0.3296270011892726|0.4690999708996937|0.6666266099648237|0.6938612769345602|0.097398339|0.795916284|0.500439575
17,0.11858063134013935,0.14612449440166903,0.10790060955554892,0.11868130845305756,0.10657083824284833,0.865230945566679|0.594507243770507|0.9524170563797284|0.0167454362187631|0.1455381527089165|0.7781976412595757|0.9350216126395016|0.0713350138194424|0.5266660966264679|0.518391759|0.900084852|0.205990195
18,0.1396570687635058,0.17684959399442626,0.14352562623181103,0.1084134861645809,0.15533624361590234,0.9012310245849516|0.4870638330503591|0.545723769378039|0.4785869408119122|0.2502240311633605|0.0562817724592451|0.7245983482076636|0.9176408835434352|0.8264226303262906|0.35748559|0.873514961|0.505768927
19,0.11643460700970223,0.10853158829499952,0.1242998963274908,0.14573582611763644,0.14506811937640657,0.7837857861288301|0.9739240529839956|0.4030510555349533|0.9521698675994612|0.4242994661063711|0.4819818763481697|0.6900772440636505|0.6768329835089497|0.3433031571779891|0.378135793|0.810350351|0.311416652
20,0.20039983036625122,0.1981457750618465,0.17732082163361,0.1852308822060491,0.1750849950584059,0.5019104457836479|0.9689451017895946|0.5008943233065551|0.7062864716364577|0.3675149639373637|0.2440541850723485|0.0024163742661815|0.2392270513074473|0.6616677259641153|0.382606222|0.604725231|0.784241644
21,0.18727095272675612,0.1591662712137546,0.1790794679857222,0.18011765932477972,0.15637064876800477,0.4034975608825143|0.7595178900799793|0.0952607365237008|0.8258896372244735|0.4324578250966095|0.704948800817222|0.49366757319872|0.0168618800244365|0.7779842761772459|0.142257452|0.733639624|0.0
